ucid,BVALL,BVNR,pop100m,buildup100,Worldpop,gdp_new2
2581,13903001,0,83059.53447,1.863891,45966.98206,1130478685
2582,6915811,0,47514.17267,1.070538,13379.47174,43310266.22
2583,66960864,1606558,209174.6064,8.376203,87080.39941,1344669078
2584,37495273,9243891,71119.29034,4.841261,75681.7323,3647065865
2585,63320088,25413650,99186.55096,6.912103,73975.16766,3205608013
2586,35340668,6850568,61521.82342,3.784118,57559.29896,1577534985
2587,19148925,0,86407.42558,2.674961,16572.84024,79116721.68
2588,9318537,0,90183.32613,1.623146,19337.34619,125867406.8
2589,1268875,0,66798.07144,0.323317,18767.67932,62214163.73
2590,5672871,37365,54906.29843,0.996579,8262.994568,193190237.1
2591,8728012,0,42037.60434,1.429505,24793.45966,223232956
2592,21205202,8303,134769.5943,3.166333,51847.26898,652453952.3
2593,328889140,2489392,792280.9854,35.734757,550088.6466,7944939279
2594,46215058,13554440,70374.86812,5.334432,57251.25003,2879142478
2595,2156826,0,14214.74162,0.339079,5178.27478,151323.3945
2596,1376862,0,72482.88938,0.32593,7621.08374,18003046
2597,7984397,7242,44091.2185,1.316477,19458.35645,158121774.5
2598,9209891,0,63847.84814,1.337277,14388.05798,263712356
2599,2408873,0,16208.16544,0.541177,6803.307983,0
2600,12280565,0,50306.4634,1.628536,15888.29749,456450224
2601,66610326,810,214060.8975,7.258631,92977.18134,958875466.5
2602,163826038,599829,468032.0785,22.737796,375840.4918,2555615936
2603,10047682,12362,51076.37796,1.672855,25791.1864,136356358.5
2604,10950937,0,70932.52355,1.492923,20377.43384,233149121
2605,46650259,13672660,61140.94679,4.285473,59784.28444,1822919614
2606,13643944,0,55905.16822,1.960547,21544.19824,211338337.8
2607,3762164,0,22396.32405,1.027879,15949.1142,40286302.91
2608,18195430,13232,28148.69417,2.570691,12282.43237,47937517.1
2609,209934218,1078770,205321.4117,25.552885,102610.4266,685428339.9
2610,9175970,0,43727.88258,1.775239,16214.04764,234374542.9
2611,6809575,0,40174.03183,1.497769,14644.61023,45209875.97
2612,94770927,24802944,130635.8065,9.623398,110053.018,5113451633
2613,22619467,0,123479.554,3.32509,43024.2041,303741375.4
2614,0,0,0,0,545.7894897,0
2615,2180729,6079,55837.87497,0.334022,10446.20852,45781652.13
2616,11617691,65056,90638.47554,1.724371,35589.79382,838040027.1
2617,8681305,0,71970.70271,1.609658,30033.25977,226517738.8
2618,4167117,0,56303.54336,0.726716,3091.770813,25654439.13
2619,4471584,0,30169.35998,0.708329,7966.52478,88850907.5
2620,11091927,3535245,73475.95795,1.687835,17373.15039,105203340.3
2621,46191055,14411437,65810.33276,5.617155,54795.17712,2041203301
2622,2844446,0,40159.32451,0.711848,15599.15784,275151718.7
2623,15569478,1531309,36595.8722,1.983326,33384.53931,112508916.2
2624,33920376,16206,137139.3873,4.468729,31739.914,393625955.3
2625,172604456,1937565,622968.5897,24.168236,479946.7078,4427654108
2626,3709061,0,18830.42454,0.911316,5093.67038,16639610.28
2627,1635150,0,13160.98096,0.323703,8991.368774,1561941.813
2628,22820400,861125,57572.68894,2.616358,26990.06207,350316899.9
2629,6222649,0,62511.79704,1.156448,17762.14886,68531497.25
2630,104765879,29023768,180202.5364,12.530656,137985.8837,6175034667
2631,300546100,82806767,362606.0116,29.625655,341426.2094,12689867227
2632,2917825,0,27661.38628,0.532771,5391.816711,8139012.875
2633,4146161,0,49525.77297,0.721576,4151.413727,15198691.56
2634,21071492,95271,60617.05608,2.868481,46292.02197,550406981.5
2635,198510,0,1920.52186,0.078323,2149.859161,721724.4628
2636,19502347,0,75919.56735,2.837226,13557.6134,215979331.2
2637,76609021,26214860,121646.2812,8.755666,82189.23691,4770795671
2638,193792,0,1691.763282,0.07987,1290.052643,18902542.16
2639,16670137,0,46033.5435,2.058304,22118.70386,114479358.6
2640,7814008,40950,60077.29333,1.433344,23386.87054,64738679.52
2641,122165283,38023114,201149.4018,14.393697,164312.7966,6414067226
2642,16947838,0,90778.13259,1.774025,24575.13696,671538349.3
2643,2146367,0,22474.21136,0.545418,8129.833252,44281863.25
2644,5286081,0,47837.29285,0.916548,10328.53809,37337095.09
2645,4835014,0,52587.13762,1.069638,5468.148651,73316.48438
2646,3891501,0,44002.23378,0.969556,9353.669556,40591030.86
2647,1099178,0,25137.11943,0.339653,7269.247925,27996929.25
2648,24509134,678476,83471.73597,3.994339,62761.96985,643612058.7
2649,22493490,30954,220214.9439,3.503885,6841.610916,139646559
2650,10001549,0,76568.25033,1.439175,22831.63165,219757964
2651,946381,0,6785.122854,0.197003,2780.902588,0
2652,22987394,0,136250.8596,3.319593,41169.59076,341009570.4
2653,166150659,23477108,258788.0433,14.252538,257311.6603,4971277954
2654,41997019,281862,120158.5766,5.944556,63622.78583,660321513.7
2655,3351262,0,57709.14016,0.60128,3692.399719,11595952.5
2656,64049665,19933902,90591.84673,5.716852,90789.16304,2139456642
2657,6424020,22619,51612.65513,1.105725,12507.77167,59415864.8
2658,6634064,8988,77841.56525,1.141727,25587.5553,100086293.4
2659,13793200,0,73880.86537,1.877276,15464.20081,439504739.8
2660,52598587,0,135855.6378,6.738022,60721.00641,295941020.6
2661,2141627,0,48901.08171,0.440961,15920.16705,57651040.75
2662,1946128,0,44437.13326,0.411837,8039.620544,158348271.5
2663,119722,0,823.5644985,0.048818,941.2136841,10693.09863
2664,173973,0,1167.908837,0.064711,443.0952148,14441.3457
2665,2467418,0,51379.69277,0.756336,21750.04944,118640917.4
2666,8814672,24924,89756.61915,1.462723,34298.97437,168428570.1
2667,4608711,0,59103.45865,1.150903,28198.98608,151950312.2
2668,14112909,0,150496.1788,2.069321,8275.954254,73274317.42
2669,1891937,0,48643.46968,0.442423,9888.091797,70285476
2670,70204488,29088048,66559.17089,6.811837,45165.57971,1991076625
2671,2357595,4352,44734.25274,0.510185,19702.37616,17681107.03
2672,4163801,720,42511.35236,0.647282,11973.14319,35118138.35
2673,10005780,0,80623.68471,1.492095,21462.2146,1351565795
2674,180574750,2640187,462183.4303,20.608626,260431.4526,4399190620
2675,152781,0,2805.786445,0.050385,1846.893311,0
2676,4971414,3873,56915.62459,0.902651,14828.57056,21538648.38
2677,21229408,0,140758.9273,2.491754,38402.61005,1143155871
2678,32000517,0,111683.7645,4.272623,55656.48181,427727461.4
2679,4580318,0,64149.48757,1.038862,26513.3891,324917659.6
2680,1771033,0,12629.0329,0.324542,8637.611084,344536.875
2681,5438223,15742,44897.9684,0.946885,12840.66898,50428966.63
2682,239207299,94965917,503086.3669,26.5026,492082.6146,19789209600
2683,5860234,0,31551.61252,0.967096,9312.887268,4333759.094
2684,57449732,17294791,87087.9356,4.798192,82981.68413,2282721513
2685,6966269,1620334,47993.80118,1.179847,11251.17688,36663551.5
2686,25904239,1481509,74580.7999,2.999395,34507.45563,625116292.5
2687,74772,0,1100.39171,0.024906,827.8171387,0
2688,2373483,0,25968.85953,0.430328,3991.846436,0
2689,3658006,0,33302.14737,0.605005,8109.257813,244415456
2690,306528,0,5021.907128,0.126834,6477.537964,487002.8594
2691,2453396,0,36854.85593,0.459882,18963.06628,15804896.5
2692,3976869,0,57168.12844,0.836351,23577.21271,35473395.04
2693,37890762,11746998,65818.28767,4.569734,50737.6246,2891108299
2694,7694485,0,22999.58007,1.20324,14326.0708,207583944.3
2695,31330751,6687724,55449.51315,3.536292,52998.28923,1592997879
2696,14909379,0,136841.1616,1.922679,33650.25745,593039709.7
2697,2578323,0,43221.24615,0.477702,13157.89282,80187320
2698,47874471,757213,145756.1349,5.194797,69164.86658,2251255499
2699,54170565,538623,196073.4898,6.858991,60643.1037,735883435.3
2700,4616058,0,46588.51787,0.864923,17725.35901,63759970.33
2701,9736110,64070,101217.5135,1.827678,38166.841,146304352.6
2702,1882425,0,30795.33667,0.414046,2859.935791,5472966.5
2703,1998120,10325,32391.35189,0.424401,18085.28967,7073549.703
2704,6956625,9454,62396.61816,1.128706,17148.22711,301735041.7
2705,723053,0,14717.73501,0.285514,12127.17712,14202784
2706,153110347,51915917,197978.1,14.619054,185976.7747,6025375243
2707,9072077,0,95553.47063,1.438432,11326.46582,310330116
2708,26621426,0,325657.9669,4.433465,116634.0331,664260793.5
2709,149576,0,2446.973068,0.057116,441.8029785,86362.17969
2710,105759317,32607420,117601.8413,11.668974,113068.9963,3633933056
2711,31251123,0,347252.7729,4.499661,65458.04251,575148528.8
2712,22268690,0,145627.65,3.96519,49298.37097,697905826.3
2713,79327555,24441354,154241.0007,10.169962,110892.6593,3938773086
2714,3288020,0,37377.06433,0.797427,15701.09647,102285940
2715,240556,0,1966.317783,0.09639,2727.719635,20645.85352
2716,59210223,19499512,68341.74269,6.092418,51311.85349,3072675946
2717,865982674,28980014,3913014.901,115.232741,3752246.082,13914862058
2718,12654786,3695,138825.4329,1.956094,52730.37292,237646984
2719,7482490,157458,76784.46923,1.373871,15587.65955,96185369.75
2720,5504763,0,36738.91552,0.929384,4265.612274,57368294.34
2721,18665925,0,101997.4935,2.998162,13047.61865,120505174.4
2722,192462831,7718007,540003.3962,22.955493,238918.7688,2236258560
2723,9103185,24415,70346.60546,1.399321,20234.65857,41926015.71
2724,6777695,1617,87686.74012,1.198192,30059.95752,110142716.3
2725,74221976,14059115,140182.4638,7.262258,138928.5433,3714182168
2726,1565464,0,14767.04029,0.508614,9159.845581,83788601.88
2727,46774557,10309111,57054.51347,5.311174,57354.40859,1828889279
2728,4679703,0,66788.25094,0.747439,2618.513977,4502129.557
2729,23159455,0,84873.91024,3.35621,27936.38348,165886347.6
2730,416221488,132793756,617741.6485,38.963409,558801.4485,28851325636
2731,6969398,0,73106.5429,1.223597,27308.95319,334975157.8
2732,25211843,244435,54364.36859,3.274596,34940.36047,353427630.7
2733,64376905,20981518,93787.17154,6.798383,80079.08214,3794631983
2734,201266111,66786412,336259.2647,21.111709,285732.9584,14643517649
2735,12093666,51622,102475.2782,1.953517,27339.26074,150796473.2
2736,6343790,0,39061.31892,0.978109,9966.097473,15577684
2737,9577241,0,55480.91071,1.541693,11667.75186,215559265.8
2738,118776810,38617108,151472.3367,9.955398,151891.0555,3905891907
2739,70210540,33697,199394.1957,10.150913,73991.06854,806185646.1
2740,183922011,590400,266713.5849,21.670622,185007.3317,1661242503
2741,8018613,37072,89259.27642,1.259528,22665.18964,74413327.13
2742,7314508,0,81295.55287,1.248138,26554.80957,60814535.13
2743,11040197,0,90867.80097,1.784105,17823.50708,497981806
2744,43386356,9836176,64715.91584,4.553663,67176.95434,1421798993
2745,26043831,2215437,72033.93217,4.050161,43314.70276,504052984.8
2746,3004234,0,26697.84641,0.496691,5976.492188,55036386.08
2747,80665683,3616494,195245.3809,11.011922,134165.3726,1750747937
2748,151307924,49487525,195783.4383,16.677961,165874.3976,6078244416
2749,659174645,157550014,1249144.16,72.816858,1222958.727,80028734696
2750,65189067,16243589,108388.0121,5.626596,106099.8023,3292640150
2751,4440577,0,32018.75482,0.77909,8318.295227,54306018.5
2752,10732558,17693,77404.65249,1.82877,23596.42175,400251774
2753,95839041,37387538,180043.5241,11.213096,142154.3193,4805085139
2754,3186275,0,25852.36211,0.56815,3324.361328,31406351
2755,4705004,19605,11731.85233,0.784213,7761.527466,50720412
2756,6120274,0,36503.10114,1.070937,15069.85205,32373319.06
2757,38930186,12318001,92073.65804,4.878381,68674.20688,2482397006
2758,23220105,519338,121630.6914,3.254232,24155.38043,467517899.3
2759,5223064,5114,66521.10838,0.92156,1947.12323,4591148.5
2760,5349784,8795,46809.86747,0.940078,11838.13385,65219953.88
2761,16628330,8560,51286.69292,2.72784,14525.93149,354997513
2762,86930215,3129881,263866.4636,8.368382,26180.32001,12213493016
2763,17118750,105003,137676.4512,2.611967,56447.25769,262692814.3
2764,7984835,29880,59464.67569,1.383899,14568.86298,221294407.4
2765,385208524,832117,685029.95,43.359823,488170.1168,2093487857
2766,2544368,0,31902.77618,0.452222,5575.603058,316607200
2767,797490514,83925945,2178559.962,101.875101,1928440.297,22150608788
2768,6602976,4984,106532.368,1.047189,6655.317993,173306742.2
2769,11159650,0,68316.3857,1.715774,9393.208557,558360110.9
2770,41916182,12751021,59588.54333,4.716115,46191.80588,2023053575
2771,81149212,26811070,99353.73936,8.950133,88607.25894,4543564369
2772,44971408,5778581,69472.2338,5.897027,2431.582523,463254511.1
2773,155700861,42453970,208495.971,12.852349,194699.7904,4632862239
2774,73641850,34193369,101672.4216,7.968809,91475.44458,3796900992
2775,62168646,450993,547011.259,9.247363,100161.6428,325472562.8
2776,86983589,21794990,148279.4538,8.313661,143889.1078,3844479624
2777,6349872,0,53174.0166,1.088043,11553.22345,52612961.65
2778,6113903,0,37595.39798,1.099788,14378.03699,255143227.3
2779,61402312,12704522,84385.92472,5.293297,80160.21471,3272311449
2780,6038412,40155,57598.83569,0.923601,18197.50122,601022.7969
2781,3318204,7258,10232.68282,0.620461,10353.63205,78022964.25
2782,117957156,32848449,202731.705,12.938805,162468.8426,5922407775
2783,47433219,640142,66903.70378,5.852797,38669.30255,568762132.6
2784,473777087,116866901,1605082.381,65.257263,1523900.648,75380800463
2785,10739624,25431,70950.82391,1.668674,16850.28052,108930166.6
2786,25987916,5477516,50724.75587,3.53856,49692.0304,1084383744
2787,7314977,0,54147.82924,1.275172,13256.18146,310817000.8
2788,63231228,14054654,124857.8721,5.742779,88274.39865,3362594102
2789,98648935,27031,279440.5133,13.322721,135552.0237,1243582620
2790,101655911,13233248,159203.4843,12.506985,112980.8309,1429336083
2791,45816253,10295839,103588.0476,3.602886,99202.49706,2928353683
2792,65737338,3890575,173627.4537,8.657632,125991.9989,1336487249
2793,5282109,8335,41207.02645,0.911837,13540.85461,28846354.25
2794,148465568,55264654,240555.4695,17.617921,226960.9133,6804833340
2795,9557684,0,69402.25681,1.859484,41630.03821,1237473354
2796,6282136,0,41884.06536,0.943366,4658.480225,8985322
2797,8011636,0,60003.3559,1.244642,23060.70703,31510462.38
2798,190224089,60637417,299907.7007,18.21907,293966.4138,10653124948
2799,47563130,12732201,67912.371,4.94596,46941.73242,1910341220
2800,19438781,0,95893.49302,3.013232,21418.55511,304389603.8
2801,171404998,26836080,429896.1945,18.745715,426357.4568,15094052130
2802,160224020,42658523,435971.5055,19.613941,417788.9002,12744553663
2803,3852417,1085,42264.04558,0.467216,3831.080994,26055191.14
2804,2448252,0,19908.30974,0.524164,3871.241974,56716054
2805,18414023,309,126099.6542,2.676883,26735.04346,902139261.5
2806,238950392,63416894,493256.5278,31.208322,399046.6857,15099270088
2807,21958470,6251476,58639.30261,3.346038,60059.54772,807168382
2808,42730169,1011126,147753.0167,4.172352,29686.87677,387920338.6
2809,41340394,12534955,78977.56847,4.50376,73663.37976,2591270174
2810,6153909,0,39822.50063,1.125307,10125.42462,82115512
2811,14255644,0,58638.36126,2.056931,16484.26013,272185962
2812,70022282,26668195,97461.84501,7.069329,91886.78442,2508524686
2813,26271284,137738,147140.0574,4.53182,87755.01624,245472089.7
2814,21183888,0,84660.00348,3.096345,31389.35919,501955806
2815,94263800,1762548,200474.8372,13.805449,129467.8706,1528474759
2816,210312552,6930424,427047.7795,25.896892,367807.3586,5157679408
2817,15909574,39762,119184.6252,2.330941,55372.27344,204323094.3
2818,83299932,31278775,142315.7028,11.47886,114762.3794,5153819507
2819,10195856,10286,77354.78577,1.280606,5633.93573,200468567.3
2820,38198626,410195,58212.38191,4.966276,29602.65295,189156444.3
2821,5486687,0,86376.18753,0.992463,31625.23956,162165602.3
2822,8662021,0,49465.55735,1.362035,15437.90149,158540734.5
2823,21902442,561621,75581.08843,2.98648,23323.70697,144431056.5
2824,10899649,0,46018.15053,1.570174,13522.83118,211880713.9
2825,492997,12560,82157.33968,0.19748,2644.593422,748562099.1
2826,51540682,12272799,73398.44093,5.550463,51743.5752,3361998829
2827,54789356,14739601,92063.31514,7.085871,87003.93972,1916626064
2828,28955101,56866,63089.59961,3.608361,21686.92329,459711113.1
2829,13346759,66989,96776.95927,1.905705,29568.07227,131482085.9
2830,36869451,11965618,58705.04815,5.395452,45847.64374,1699950088
2831,41275371,99497,50516.07984,4.800433,32199.31708,522013377.1
2832,9323515,0,33020.35154,1.394808,9223.325012,29150265.4
2833,30738663,7848146,72121.36031,4.39726,65220.81705,2982598145
2834,350824904,8953437,492479.5056,33.371649,366694.3537,10477101172
2835,53839868,3634,246373.2973,6.430776,28385.8338,3485357994
2836,5684274,63259,69117.84981,0.833712,20592.12329,41939969.5
2837,420479220,16150712,550166.0099,51.002047,467650.4335,5107243641
2838,11810440,16387,132494.1307,1.963794,22474.80188,372139411.3
2839,9743476,0,55255.43452,1.685278,20748.86383,270294532.5
2840,5392028,0,39220.77855,0.907414,17957.52148,28435918.84
2841,5693632,34538,54551.95041,0.917172,11886.30908,112990191.8
2842,45535397,884783,80622.1081,4.553892,50770.26012,435974837.5
2843,42992,0,1067.146353,0.017028,2226.16568,69341.58856
2844,5934284,0,63003.5027,1.041472,29756.40442,69071394.63
2845,161430997,53204543,224037.4869,19.974467,220038.6052,7522934664
2846,5614827,0,42729.41276,0.971706,12029.78564,9436151.969
2847,19999944,0,64309.51747,2.886383,34315.25598,332574496.1
2848,67192349,2499902,128628.5836,8.384672,85812.88025,1222288772
2849,60063063,15660324,133294.0828,7.082773,99012.13347,4334344034
2850,641363927,50524074,2851349.042,69.003257,1676665.481,12597312181
2851,1351886014,338318344,3342143.688,146.145727,3059149.077,1.21663E+11
2852,102704603,31894488,184444.6161,12.379269,144962.3373,6791978236
2853,181249455,351103,506102.2724,23.42285,225581.8562,1956912123
2854,19151085,4064436,56062.48126,3.027066,54375.39638,1290979656
2855,17260866,0,80981.80998,2.653675,34167.33893,1044139205
2856,31262704,19728,134896.6793,4.215889,39270.47095,323021600.6
2857,39400608,158451,60263.78329,4.850616,28083.01533,451266746.1
2858,4401369,951,39139.59594,0.663001,6544.789948,170806528
2859,5968172,2102,50221.22832,1.129172,28809.37677,49376327
2860,156019895,66700420,160214.2345,15.20758,158478.1234,4569219957
2861,101040712,2399173,268597.73,10.720236,7011.538272,4367606774
2862,43716782,7337826,82918.67748,6.288295,80245.55868,2393501191
2863,30069028,6043778,82844.35048,5.336812,78613.48669,1966235820
2864,6924917,13422,77249.85982,1.194884,18298.65198,102953014.6
2865,40660802,7295942,77388.60428,4.462337,74873.07681,601762277.1
2866,26709927,2552,208335.0581,4.046192,121370.4441,525766718.5
2867,7367622,0,66413.5178,1.181791,15016.2301,195945.7344
2868,29533829,4861338,83527.63121,4.699013,79623.26957,1518385069
2869,6015234,0,42245.36072,0.915972,6624.437744,155909968
2870,2952360,14823,45074.14632,0.588186,17551.80328,34943087.69
2871,17731454,14069,100924.9187,2.465783,9775.101349,75334672.38
2872,2099391,20481,31899.20439,0.432715,7937.267822,25466284.92
2873,43044866,28473,132035.3798,4.050218,4051.893082,287610612.2
2874,13250119,0,59356.85478,1.812265,14748.2735,246023601.4
2875,50258856,18344316,91556.96406,6.006387,88311.65027,3602204202
2876,7947418,0,44727.70963,1.506184,12934.11078,60922958.76
2877,36467253,216213,60031.36009,3.636601,11161.14777,105851438.1
2878,22979184,154579,36671.96048,3.937682,15439.03964,314961385.4
2879,11657797,0,76147.61689,1.497863,5888.661194,395575932.3
2880,40972781,451158,204102.6383,6.355666,70403.41577,2123616061
2881,48822786,9692269,69818.58677,6.607184,65463.95256,1785756245
2882,4883556,13651,68295.30077,0.844017,22401.55469,29791636
2883,172262747,320035,339269.7876,16.063386,112510.5595,1231902540
2884,20426960,1188319,77369.09899,2.7097,3655.736877,63302754.71
2885,65260927,18385386,149427.1674,8.5002,117298.4092,6874961297
2886,80693144,28130808,150183.8427,10.382963,115710.26,3412229227
2887,279674772,86450804,534222.6681,34.440093,457112.8681,17788154502
2888,35217010,5417170,59901.7131,3.049462,52643.53589,1217848032
2889,84779277,15698428,120475.9254,7.649127,116133.6328,3674138222
2890,4712433,374,41911.49248,0.692919,6619.592834,12454642.94
2891,3423750,3847,52555.5484,0.704093,24167.00012,15480556.67
2892,25930579,1182785,81029.22462,2.13266,79907.17641,1409002124
2893,6833142,24523,95138.75789,1.040759,14193.68597,73419247.31
2894,33885504,642791,63638.14122,3.697926,7251.320679,89826645.19
2895,60014500,4789689,124674.674,7.994653,116045.4598,6117772266
2896,29080919,6619,149149.4868,4.043349,63824.07761,193616868.7
2897,932631881,130342949,2409155.765,89.53228,2349964.678,71361473683
2898,10396836,15193,108670.9656,1.500778,21375.23074,210955742.8
2899,0,0,0,0,12.03775597,0
2900,12221843,148566,125506.7668,1.963709,27499.87628,367943488.5
2901,130193148,4440376,281062.897,13.58994,79182.67847,674494628.8
2902,37431735,15595064,89567.12891,5.294524,80874.21324,2781043079
2903,4146100,28403,65457.86457,0.753999,13640.8136,57168049.5
2904,15344040,0,64333.9765,2.127883,10512.45013,74448196.22
2905,44214312,11868455,90405.46063,6.049808,85044.83867,1536957676
2906,6101363,0,36652.18992,1.050569,5638.065308,98949548.09
2907,113029366,44198879,317682.1684,13.376441,252173.6653,292243692.4
2908,67458656,11745771,97276.2672,7.852344,95320.60596,2622674194
2909,33055777,3889421,63602.92578,3.082643,65570.20529,1227750424
2910,58345341,5582867,82298.21934,6.872388,82063.23119,2110685898
2911,30752990,11742771,76577.49245,5.109294,54232.89716,1269180412
2912,35563502,5855069,75515.02272,3.841427,73265.28708,1209880985
2913,4408372,1390,62620.2352,0.746304,16394.19922,637607729.1
2914,19099791,9327386,45695.45938,2.804065,48765.75156,6199669.422
2915,17787306,114107,51061.29086,2.399318,8367.405151,81341152.75
2916,44364140,11345289,70753.20326,5.708569,52706.15709,1774427947
2917,2577676,0,32601.30257,0.524733,4490.833435,28014088
2918,25787202,281733,130222.6899,2.646587,25675.43365,180823133.2
2919,7657432,0,73485.86162,1.333156,14331.0036,142302672.1
2920,9444744,0,54312.8822,1.030617,2814.311981,63855064.67
2921,31321717,11611462,61164.77907,4.225204,44838.1424,991632577.4
2922,12021865,0,72217.90907,1.773299,5804.241638,253795962.3
2923,36341814,15518567,74168.12705,5.264657,59217.47714,2499885698
2924,61646894,24934234,92902.35556,6.621964,84110.17592,2921588741
2925,36120309,4525547,75562.42204,3.537046,67024.78308,1018285864
2926,53043314,5250918,77570.56561,4.117642,80326.47371,841198455.9
2927,554199737,156162380,1206036.249,55.645131,1024459.697,67880751143
2928,56839178,258863,163471.4756,4.808817,11746.12399,301033758.7
2929,20976046,24341,109909.8176,3.174458,34943.41174,111792162.6
2930,2311350,0,28839.1042,0.47576,6178.853683,32744064.41
2931,70681702,115592,311456.1702,10.011451,145205.6613,748360296.2
2932,135389592,580997,268581.7508,18.712202,139366.9512,952521098.7
2933,98095789,28427496,192728.9462,9.634155,187956.3957,5648996359
2934,2020583,0,10585.39692,0.47893,1290.03363,1368907
2935,50661357,18567507,77403.88649,4.483242,77304.83358,1643313754
2936,172766573,75274982,220800.776,16.462744,177291.795,7538429614
2937,44309137,17813406,102230.8102,5.23766,85752.30737,1686817928
2938,14018477,0,129721.6021,2.608105,59189.30002,148482519.3
2939,59342122,23697595,84969.04631,6.2648,71471.12199,1674570837
2940,25085901,3949,116734.8111,3.35891,6641.352875,122792991.6
2941,80951,0,156105.3877,0.032297,37330.60645,0
2942,27000994,4624143,67867.58546,4.301557,56591.52673,1980765046
2943,2869724,0,33685.59373,0.560102,5699.119995,4427206.5
2944,4715371,0,66855.93182,0.817469,7740.201172,129465032.5
2945,16950865,0,109547.4433,2.546066,28677.23596,243840199
2946,22578437,923636,73954.32009,3.038001,6124.840942,111871541.2
2947,12472934,4679,62863.58585,1.260176,7713.437439,53285344.25
2948,100856194,11032,189437.9106,13.703157,115382.4118,495973861.8
2949,56951030,5256441,51179.34321,7.634901,33746.01532,615541310.4
2950,2207509,0,31298.71879,0.413742,8922.307983,10891690
2951,51093143,14925021,87440.55036,6.202731,68438.92581,1690653839
2952,45251237,12750243,74355.07962,6.309376,58050.77985,2296943260
2953,12304503,27386,110445.6516,1.97619,18113.79004,173112663.3
2954,135104623,11922676,119305.3715,17.217537,82660.52777,1562482751
2955,7130944,884053,56197.39117,1.06017,10807.07678,139322083
2956,2466575,0,24349.23534,0.467205,476.6837463,1016059.191
2957,3470244,0,42452.69615,0.643649,2857.286255,65675221.75
2958,4707783,0,31298.68556,0.866331,5404.052795,37100216.51
2959,358964844,20813125,721317.5411,25.197629,712476.8598,13747823089
2960,43061909,14641319,109436.8629,5.589311,101973.3504,3421898271
2961,794485730,38147991,3437674.736,69.415209,2920262.423,9683304273
2962,2892850,0,41015.68733,0.527952,8469.85083,81074593.5
2963,17679521,220449,68006.83559,2.55964,9661.933868,89434710.19
2964,79952728,9422625,154898.3145,8.69649,126202.3053,3227079828
2965,117037505,32210471,262670.2327,15.55864,234714.6666,8944449480
2966,36041508,9269185,97081.40443,4.880708,78987.21863,74208598.38
2967,6593914,563825,53783.03805,1.007025,2751.822632,18636434.75
2968,31549267,15601774,57950.58717,3.974023,51878.64825,3303962741
2969,3441807,0,31441.38664,0.672876,5044.072327,8510390
2970,20765042,198273,69370.87947,2.494081,843.1140938,297711401.1
2971,936044059,31888503,1138522.115,103.492426,1016695.635,15655169829
2972,2545995,285,23215.29129,0.516274,4668.006531,139255077
2973,427816256,135385006,1345390.457,47.122055,1286027.606,78168691785
2974,22202887,142378,55465.14434,1.867651,55218.44349,638336866
2975,10222092,0,97114.97649,1.621702,23253.45166,263116607
2976,126100917,24885324,217003.1092,12.687119,216597.7416,5365209701
2977,14677483,0,124039.6666,2.29242,13013.27332,6472357738
2978,13212678,1500,77088.72484,1.497337,2716.490845,3342912.344
2979,19202866,2853191,60971.96211,3.452908,42974.30515,1003919055
2980,1444604429,250826402,3229267.504,166.911219,3193615.415,2.07057E+11
2981,52879738,262301,81808.86589,7.636008,40704.56998,292014783.8
2982,178114536,7117552,377245.8365,23.378074,173178.2987,3915522123
2983,5503855,0,64365.44623,0.977336,3663.302185,12898473.44
2984,8315203,1093,70805.16763,1.492523,3942.563141,174821409.3
2985,43539124,429894,212768.4562,5.521783,49324.84507,3142127857
2986,50256944,8086,110856.7651,5.763515,31817.69995,1203027077
2987,3528233,0,55715.83838,0.732992,32746.64417,118506723.7
2988,41283409,15893338,96428.5065,5.419796,81018.98983,4983603571
2989,34344534,12138307,70606.44881,5.063617,46690.42944,1274310984
2990,18912669,32015,82369.95432,2.948448,34199.6875,339919915.2
2991,120434632,14547377,250936.4907,15.374391,239624.2391,3505228087
2992,32511416,12628830,66049.17441,5.078764,38341.30557,1217923658
2993,9537236,0,45033.02331,1.65826,12927.31403,56765039.45
2994,18700880,16795,126929.172,3.196289,27707.25586,79443677.75
2995,13782536,4976,57133.32364,1.738612,1936.229004,117402788.4
2996,16405452,3490269,70437.35509,2.649082,64812.16187,1385114348
2997,28349062,128229,159547.9281,3.873379,26393.64496,374812708.2
2998,31544419,5378818,78769.88842,3.800812,66732.16956,1721022205
2999,8409930,5339,39684.88809,1.371369,8102.515808,50732895.75
3000,171397967,44841108,262320.1048,17.109166,230853.7934,8642034824
3001,23680494,5394791,64309.47153,3.795726,48336.84604,1233260275
3002,147471829,855116,581746.83,16.361101,167439.4458,3433146791
3003,31387045,2855806,60025.24405,3.956888,57157.1993,665015131.5
3004,29533721,10812387,109336.0508,5.348724,164742.1011,2402434397
3005,3145,0,48.29777976,0.001219,940.0518188,33272.43359
3006,22283343,5751614,56481.34877,3.954324,53852.11649,1131291485
3007,2009496,0,18406.40521,0.380942,1297.441055,20463.5332
3008,99377036,575202,321647.5675,13.678479,193387.8446,710257719.4
3009,5460983,0,49033.14692,0.898655,3194.917694,67689006.28
3010,42058788,16508,74157.93523,5.827169,6163.404751,9936511.652
3011,16200986,246233,72088.94981,2.312184,12314.78839,260074919.9
3012,273777793,73897719,550282.0807,32.164309,504525.0779,13241961500
