areaID,share_of_barrier,detour,distance_max,distance_mean,distance_std,number of commuting nodes,number of road nodes
2,0.004372384340060117,0.3176208734512329,12.564805030822754,4.419168949127197,2.271759033203125,530,5781
3,0.0,0.23384952545166016,13.339576721191406,5.600956439971924,2.6628692150115967,1227,24043
1,0.1263501862143814,0.31641340255737305,16.38966178894043,5.477809906005859,2.5847647190093994,1023,12060
