,areaID,share_of_barrier,detour,distance_max,distance_mean,distance_std,number of commuting nodes,number of road nodes
0,2,0.00949126388493631,0.35895824432373047,23.89558982849121,7.895983695983887,3.9692599773406982,313,6301
1,3,0.0006421099040647395,0.19248294830322266,26.587745666503906,10.728748321533203,5.022588729858398,1224,68350
2,1,0.2185389023110312,0.2664966583251953,27.58560562133789,10.526127815246582,5.051423072814941,948,31498
