areaID,share_of_barrier_5km_nb,nonconvexity_5km_nb,share_of_barrier_10km_nb,nonconvexity_10km_nb,share_of_barrier_10km_b,nonconvexity_10km_b,detour_5km_nb,detour_5km_b,detour_10km_b,detour_10km_nb,nonconvexity_elastic_nb,nonconvexity_elastic_b,share_barrier_elastic_nb,share_barrier_elastic_b,nonconvexity_Mcircle,Mcircle_radius,nonconvexity_40km
122,0.003025011,0.001019209,0.004311,0.005375713,0.004311,0.005375713,0.477633996,0.477633996,0.592837143,0.592837143,0.005545785,0.005545785,0.008673519,0.008673519,0.00292778,8.822577485,0.002407074
123,0,0,0.071239684,0.003534722,0.071239684,0.003534722,0.958689877,0.958689877,0.660095096,0.660095096,0.041789975,0.041789975,0.327024579,0.327024579,0.059051514,34.45177645,0.047454834
124,0,0,0,0,0,0,0.553323879,0.553323879,0.601463491,0.601463491,0.002213108,0.002213108,0.003779251,0.003779251,0.002538681,7.427193649,0.001523972
125,0,0,0.001485745,0.001695014,0.001485745,0.001695014,0.501925856,0.501925856,0.499519768,0.499519768,0.002088089,0.002088089,0.0017971,0.0017971,0.001671791,19.22979265,0.001598358
126,0.050810183,0.030958038,0.05458161,0.051909212,0.05458161,0.051909212,0.680455305,0.680455305,0.67738431,0.67738431,0.05584038,0.05584038,0.049636769,0.049636769,0.053771973,14.46738217,0.039306641
127,0,0,6.31E-05,2.17E-05,6.31E-05,2.17E-05,0.48188071,0.48188071,0.428775443,0.428775443,0.000606586,0.000606586,0.000832792,0.000832792,0.000579834,9.374282468,0.011322021
128,0,0,0.000286953,6.97E-05,0.000286953,6.97E-05,0.497393328,0.497393328,0.472560158,0.472560158,0.00739304,0.00739304,0.009879337,0.009879337,0.008659363,21.19439664,0.008659363
129,0,0,0.013285703,0.001018762,0.013285703,0.001018762,0.632257838,0.632257838,0.458949377,0.458949377,0.020732312,0.020732312,0.230867882,0.230867882,0.019897461,21.17892827,0.03225708
130,0,0,0.004195593,2.88E-05,0.004195593,2.88E-05,0.736020069,0.736020069,0.629312111,0.629312111,0.001708684,0.003696804,0.269101198,0.472970833,0.002216339,24.41901935,0.006118774
131,0.171673389,0.020414475,0.245987048,0.114642419,0.245987048,0.114642419,0.817109625,0.817109625,0.731878385,0.731878385,0.134427726,0.134427726,0.348825326,0.348825326,0.200561523,22.39432779,0.223876953
132,0.00226515,7.44E-05,0.285467855,0.013276904,0.285467855,0.013276904,0.712934334,0.712934334,0.512175093,0.512175093,0.1838056,0.1838056,0.400027644,0.400027644,0.182250977,41.89490053,0.173583984
133,0.210235336,0.004046041,0.340892196,0.005023826,0.340892196,0.005023826,0.592609107,0.592609107,0.662858404,0.662858404,0.005217525,0.005217525,0.245024518,0.245024518,0.01109314,7.476652163,0.19519043
134,0.035035357,0.036232423,0.019617592,0.022613354,0.019617592,0.022613354,0.547430715,0.547430715,0.491137271,0.491137271,0.016087791,0.016087791,0.018603368,0.018603368,0.019134521,43.42668341,0.017166138
135,0.017480516,0.002868057,0.056116639,0.040354483,0.056116639,0.040354483,0.797338183,0.797338183,0.770835198,0.770835198,0.059711155,0.059711155,0.067576509,0.067576509,0.069458008,20.20136023,0.063354492
136,0.024117197,0.003431026,0.093218913,0.043674491,0.093218913,0.043674491,0.601227293,0.601227293,0.521006583,0.521006583,0.062932618,0.062932618,0.126834409,0.126834409,0.073181152,73.50802025,0.063293457
137,0.023174948,0.022654369,0.020858061,0.023624418,0.020858061,0.023624418,0.67056918,0.67056918,0.477976325,0.477976325,0.016089991,0.016089991,0.014037284,0.014037284,0.016433716,116.9014404,0.023635864
138,0.050611394,0.020243777,0.040924478,0.039687935,0.040924478,0.039687935,0.630715369,0.630715369,1.255227208,1.255227208,0.063005634,0.063005634,0.096772997,0.096772997,0.051422119,18.97751045,0.046691895
139,0.10163046,0.030424595,0.117866344,0.073745228,0.117866344,0.073745228,0.817585343,0.817585343,0.689384353,0.689384353,0.061562814,0.061562814,0.150093462,0.150093462,0.055450439,10.53525145,0.067687988
140,0.016311501,0.007486144,0.012638962,0.012465413,0.012638962,0.012465413,0.915607106,0.915607106,0.651737712,0.651737712,0.029084129,0.029084129,0.036295164,0.036295164,0.044952393,23.66702897,0.046966553
141,0.003243987,0.001639465,0.053474,0.027418148,0.053474,0.027418148,0.599718591,0.599718591,0.599461562,0.599461562,0.040611338,0.040611338,0.062781229,0.062781229,0.031860352,10.28482936,0.090148926
142,0.012051903,0.002577474,0.05003699,0.031525489,0.05003699,0.031525489,0.583702183,0.583702183,0.646067378,0.646067378,0.044287488,0.044287488,0.05569948,0.05569948,0.042663574,22.19173479,0.028015137
143,0.035686943,0.010828112,0.133604563,0.028730333,0.133604563,0.028730333,0.712725529,0.712725529,0.590165785,0.590165785,0.033055414,0.033055414,0.316053535,0.316053535,0.024307251,23.6634617,0.026702881
144,0.000349424,0.000506998,0.002748345,0.000383224,0.002748345,0.000383224,0.62222754,0.62222754,0.489602901,0.489602901,0.007583228,0.007583228,0.010930678,0.010930678,0.008789063,50.87651763,0.008384705
145,0.001184855,0.001078857,0.005337432,0.002191774,0.005337432,0.002191774,0.501016334,0.501016334,0.460005263,0.460005263,0.019150326,0.019150326,0.050039432,0.050039432,0.011573792,13.80992607,0.063842773
146,0.491599418,0.193384364,0.535585318,0.330106705,0.535585318,0.330106705,0.975120063,0.975120063,0.822993699,0.822993699,0.273915887,0.273915887,0.540570244,0.540570244,0.097412109,21.60933145,0.232421875
147,0,0,1.43E-05,1.67E-05,1.43E-05,1.67E-05,0.618727991,0.618727991,0.623332631,0.623332631,0.002559795,0.002559795,0.002821455,0.002821455,0.005760193,41.41774565,0.003479004
148,0.040995855,0.024516892,0.035517996,0.027608642,0.035517996,0.027608642,0.738969954,0.738969954,0.556783724,0.556783724,0.040709343,0.040709343,0.036749802,0.036749802,0.040313721,35.10599407,0.031921387
149,0.201783964,0.004733575,0.322823307,0.004648424,0.322823307,0.004648424,0.687267083,0.687267083,0.605634062,0.605634062,0.005732262,0.005732262,0.329223921,0.329223921,0.247802734,17.28226855,0.173339844
150,0.077344036,0.052531272,0.05113498,0.047401652,0.05113498,0.047401652,0.569959986,0.569959986,0.566246665,0.566246665,0.174965948,0.174965948,0.503464319,0.503464319,0.150878906,45.46343421,0.173339844
151,0,0,0.013573487,0.009210273,0.013573487,0.009210273,0.530291875,0.530291875,0.535798912,0.535798912,0.000572864,0.000572864,0.003058888,0.003058888,0,5.084826341,0.037536621
152,0.023602908,0.016843414,0.018962621,0.018240087,0.018962621,0.018240087,0.719537153,0.719537153,0.543805322,0.543805322,0.019792046,0.019792046,0.210851515,0.210851515,0.021270752,62.86035761,0.023788452
153,0,0,0,0,0,0,0.571634755,0.571634755,0.545234483,0.545234483,0.000297116,0.000297116,0.000422279,0.000422279,0.00060606,3.658305399,0.001203537
154,0.000497485,0,0.058675939,0.021067509,0.058675939,0.021067509,0.70209095,0.70209095,0.618133862,0.618133862,0.146872133,0.146872133,0.599955326,0.599955326,0.237304688,68.19675808,0.056854248
155,0,0,0.027703696,0.01221848,0.027703696,0.01221848,0.614202342,0.614202342,0.556923549,0.556923549,0.008979794,0.008979794,0.025493266,0.025493266,0.01449585,18.8897429,0.043762207
156,0.00083218,8.11E-05,0.051541024,0.012995828,0.051541024,0.012995828,0.538561842,0.538561842,0.583118123,0.583118123,0.004140457,0.004140457,0.01245821,0.01245821,0.087280273,17.53387798,0.126708984
157,0,0,0.034204177,0.001114858,0.034204177,0.001114858,0.42493508,0.42493508,0.47731046,0.47731046,0.038530439,0.038530439,0.107871382,0.107871382,0.062103271,27.3110213,0.030609131
158,0.21667079,0.088012874,0.205581372,0.145847291,0.205581372,0.145847291,0.648977836,0.648977836,0.97010128,0.97010128,0.162891135,0.162891135,0.18098665,0.18098665,0.098754883,13.75217535,0.055603027
159,0.010838002,0.011523625,0.006779742,0.006075442,0.006779742,0.006075442,0.574567807,0.574567807,0.525907858,0.525907858,0.008249362,0.008249362,0.009127579,0.009127579,0.011665344,16.90072689,0.005393982
160,0.001700036,0.000991494,0.002009141,0.002102731,0.002009141,0.002102731,0.676191346,0.676191346,0.56588941,0.56588941,0.007015269,0.007015269,0.009528806,0.009528806,0.006813049,41.32680963,0.009399414
161,0.020974921,0.021072352,0.011494068,0.013490209,0.011494068,0.013490209,0.533700322,0.533700322,0.421537941,0.421537941,0.013519544,0.013519544,0.019802527,0.019802527,0.011817932,75.20210401,0.018875122
162,0.000449298,0.000414686,0.000519789,0.00024128,0.000519789,0.00024128,0.419329669,0.419329669,0.387538923,0.387538923,0.002882552,0.002882552,0.006594198,0.006594198,0.005329132,27.32079398,0.008499146
163,0.008076859,0.002697462,0.022612044,0.003684839,0.022612044,0.003684839,0.437772086,0.437772086,0.579107412,0.579107412,0.00648733,0.00648733,0.038688548,0.038688548,0.002910614,13.22674202,0.027191162
164,0.001015591,0.000740491,0.001801436,0.001556116,0.001801436,0.001556116,0.522892323,0.522892323,0.396299988,0.396299988,0.024696032,0.024696032,0.259582746,0.259582746,0.031738281,98.82960558,0.013435364
165,0.046924069,0.044074513,0.030508299,0.03180315,0.030508299,0.03180315,0.566803728,0.566803728,0.48818139,0.48818139,0.020711575,0.020711575,0.022383682,0.022383682,0.021499634,31.07236201,0.022766113
166,0.050802654,0.028771976,0.036035172,0.039736915,0.036035172,0.039736915,0.442861295,0.442861295,0.460789427,0.460789427,0.052960578,0.052960578,0.059401401,0.059401401,0.051635742,54.87899097,0.057434082
167,0.000626063,0.000889584,0.003172111,0.00172409,0.003172111,0.00172409,0.49594341,0.49594341,0.49006175,0.49006175,0.012927942,0.012927942,0.017936096,0.017936096,0.034088135,42.46200164,0.017883301
168,0.040477585,0.040832479,0.021299348,0.025544832,0.021299348,0.025544832,0.924220472,0.924220472,0.670892245,0.670892245,0.02307108,0.02307108,0.041024175,0.041024175,0.038543701,51.11196189,0.023590088
169,0.00083599,0.000703784,0.000384641,0.00048681,0.000384641,0.00048681,0.488154748,0.488154748,0.537300813,0.537300813,0.001901538,0.001901538,0.007950261,0.007950261,0.004673004,20.97686907,0.019332886
170,0.000129723,0.000107794,0.000215102,0.000182551,0.000215102,0.000182551,0.446662508,0.446662508,0.364225102,0.364225102,0.018994913,0.018994913,0.065403933,0.065403933,0.027114868,67.32245498,0.012695313
171,0.000200119,0.00026675,0.000291623,9.72E-05,0.000291623,9.72E-05,0.657078006,0.657078006,0.647320105,0.647320105,0.001274048,0.001274048,0.002089097,0.002089097,0.000934601,16.83927182,0.008544922
172,0.000280045,0.000292237,0.000533714,0.000202241,0.000533714,0.000202241,0.555029836,0.555029836,0.466405058,0.466405058,0.00371863,0.008304151,0.011024231,0.374143803,0.007183075,69.79431069,0.002786636
173,0.240545386,0.046870545,0.392441119,0.119245857,0.392441119,0.119245857,1.114085247,1.114085247,1.073342833,1.073342833,0.257111967,0.257111967,0.50744629,0.50744629,0.204101563,17.58997155,0.236206055
174,0.221634134,0.001375295,0.334007547,0.00280663,0.334007547,0.00280663,0.420734378,0.420734378,0.57444851,0.57444851,0.004379988,0.004379988,0.290980612,0.290980612,0.003194809,22.82154285,0.007392883
175,0.196187951,0.155878454,0.129268106,0.126046285,0.129268106,0.126046285,1.040118957,1.040118957,0.81124578,0.81124578,0.049705256,0.049705256,0.112405059,0.112405059,0.029067993,36.49095022,0.055877686
176,0.06537417,0.031193055,0.08839793,0.058460906,0.08839793,0.058460906,0.93921143,0.93921143,0.819172569,0.819172569,0.034250468,0.034250468,0.06455724,0.06455724,0.046295166,9.654867027,0.050842285
177,0,0,0.042749319,0.02244316,0.042749319,0.02244316,0.673323187,0.673323187,0.747950787,0.747950787,0.040489875,0.040489875,0.044857333,0.044857333,0.051208496,24.31154245,0.056365967
178,0.000322441,0.00028509,0.008207727,0.00684797,0.008207727,0.00684797,0.52028753,0.52028753,0.586872981,0.586872981,0.007161252,0.007161252,0.010370847,0.010370847,0.003757477,8.710029116,0.001628876
179,0.001703967,0.000443824,0.008908978,0.006289924,0.008908978,0.006289924,0.539574681,0.539574681,0.451558538,0.451558538,0.025902422,0.025902422,0.049138601,0.049138601,0.045043945,62.97407553,0.026870728
180,0.001796972,0.00302949,0.001385298,0.001728749,0.001385298,0.001728749,0.531186078,0.531186078,0.443049466,0.443049466,0.047618661,0.047618661,0.085332455,0.085332455,0.029846191,87.9316104,0.017837524
181,0.009245033,0.005515662,0.027555196,0.019332189,0.027555196,0.019332189,0.661659855,0.661659855,0.567438908,0.567438908,0.022507045,0.022507045,0.031641132,0.031641132,0.025680542,18.56092792,0.044311523
182,0.006535764,0.002518348,0.029743914,0.015801616,0.029743914,0.015801616,0.63707669,0.63707669,0.739844561,0.739844561,0.132419646,0.132330522,0.353794001,0.36064805,0.082214355,36.79822877,0.089416504
183,0.005301356,0.003930697,0.007236443,0.006031787,0.007236443,0.006031787,0.684370961,0.684370961,0.496100393,0.496100393,0.064014971,0.064014971,0.092510479,0.092510479,0.072937012,58.82825167,0.055786133
184,0.272821355,0.132736012,0.334767468,0.220597714,0.334767468,0.220597714,0.95370481,0.95370481,0.804637716,0.804637716,0.266493797,0.271352589,0.677812502,0.684844382,0.290039063,14.51311936,0.289550781
185,0.075476885,0.063397296,0.047123315,0.054833777,0.047123315,0.054833777,0.815340895,0.815340895,0.843312203,0.843312203,0.072847351,0.072847351,0.081787037,0.081787037,0.068603516,5.818847197,0.050720215
186,0.009713783,0.002019009,0.106424334,0.066390559,0.106424334,0.066390559,1.029703721,1.029703721,0.809999291,0.809999291,0.115385957,0.115385957,0.145886009,0.145886009,0.133300781,81.09935856,0.158203125
187,0.003109529,0.001965503,0.017454507,0.003267345,0.017454507,0.003267345,0.688416933,0.688416933,0.592601165,0.592601165,0.106450357,0.106450357,0.281289706,0.281289706,0.115905762,107.0888031,0.057067871
188,4.50E-05,8.52E-05,0.001990953,0.000954132,0.001990953,0.000954132,0.41313869,0.41313869,0.454084048,0.454084048,0.005118608,0.005118608,0.007564347,0.007564347,0.003990173,31.88119572,0.00724411
189,0.001820342,0.000619154,0.052759123,0.023096537,0.052759123,0.023096537,0.570899563,0.570899563,0.549757063,0.549757063,0.058398385,0.058398385,0.285516097,0.285516097,0.109924316,158.1397584,0.068847656
190,0.027461905,0.020767536,0.038954272,0.019784447,0.038954272,0.019784447,0.41998796,0.41998796,0.348017594,0.348017594,0.030205008,0.030205008,0.033190928,0.033190928,0.032684326,96.06162625,0.037078857
191,0,0,0,0,0,0,0.754977307,0.754977307,0.531026156,0.531026156,0.000333856,0.000333856,0.001159649,0.001159649,0.000211596,36.21894918,0.000379324
192,0.076545256,0.003532109,0.320305567,0.050876707,0.320305567,0.050876707,0.625193741,0.625193741,0.597511885,0.597511885,0.148854747,0.102754228,0.532896352,0.633804949,0.150878906,23.16815829,0.251953125
193,0.031798647,0.023865571,0.0217342,0.023577329,0.0217342,0.023577329,0.681183389,0.681183389,0.700202539,0.700202539,0.034548085,0.034548085,0.046604858,0.046604858,0.080932617,32.19721296,0.109558105
194,0.055066708,0.028178262,0.078185551,0.057163,0.078185551,0.057163,0.73273877,0.73273877,1.185977323,1.185977323,0.048731852,0.048731852,0.080396364,0.080396364,0.038360596,6.459862147,0.048065186
195,0.03801706,0.007166571,0.030375621,0.029914768,0.030375621,0.029914768,0.494613511,0.494613511,0.417474064,0.417474064,0.027951747,0.027951747,0.052761216,0.052761216,0.023742676,25.40937817,0.025650024
196,0.001655714,0.001656322,0.082334273,0.002420235,0.082334273,0.002420235,0.723775654,0.723775654,0.418902267,0.418902267,0.01069764,0.01069764,0.299608749,0.299608749,0.01574707,74.91599317,0.011459351
197,0.050929919,0.042228259,0.02862155,0.03286716,0.02862155,0.03286716,1.082117313,1.082117313,0.924492065,0.924492065,0.045463108,0.045463108,0.044277615,0.044277615,0.03527832,14.05467578,0.053253174
198,0.062352675,0.017337676,0.050229401,0.046970818,0.050229401,0.046970818,0.616273179,0.616273179,0.519662251,0.519662251,0.091028474,0.095907539,0.239563396,0.308136878,0.080627441,58.7478446,0.057037354
199,0.136612934,0.063014723,0.221997166,0.128545642,0.221997166,0.128545642,0.687063282,0.687063282,0.505609004,0.505609004,0.144111067,0.144111067,0.513325172,0.513325172,0.188720703,29.48381849,0.182128906
