GHUB_ID,share_of_barrier_5km_nb,nonconvexity_5km_nb,share_of_barrier_10km_nb,nonconvexity_10km_nb,share_of_barrier_5km_b,nonconvexity_5km_b,share_of_barrier_10km_b,nonconvexity_10km_b,detour_5km_nb,detour_10km_nb,detour_5km_b,detour_10km_b,nonconvexity_elastic_nb,nonconvexity_elastic_b,share_barrier_elastic_nb,share_barrier_elastic_b,detour_40km_b,share_barrier_40km_b,nonconvexity_40km_b
1,0,0,0.061300243,0.010961368,0,0,0.061300243,0.010961368,0.386005173,0.487081453,0.386005173,0.487081453,0.031669892,0.031669892,0.220877292,0.220877292,,,
2,0.011871604,0.014172756,0.005305663,0.007210141,0.011871604,0.014172756,0.005305663,0.007210141,0.573656464,0.625538298,0.573656464,0.625538298,0.00625868,0.00625868,0.00579579,0.00579579,,,
3,0.16956763,0.014624763,0.413987801,0.078752771,0.16956763,0.014624763,0.413987801,0.078752771,0.544417007,0.726899192,0.544417007,0.726899192,0.15715,0.15715,0.395692631,0.395692631,,,
4,0.22670988,0.231556669,0.278320536,0.114991367,0.22670988,0.231556669,0.278320536,0.114991367,0.959647336,0.880508245,0.959647336,0.880508245,,,,,,,
5,0.006506507,0.006298433,0.004865726,0.005393432,0.006506507,0.006298433,0.004865726,0.005393432,0.607873864,0.636060692,0.607873864,0.636060692,0.005872046,0.005872046,0.005803356,0.005803356,,,
6,0.15519794,0.034676164,0.341400875,0.056971978,0.15519794,0.034676164,0.341400875,0.056971978,0.606124684,0.756359797,0.606124684,0.756359797,0.050470751,0.050470751,0.303385164,0.303385164,,,
7,0.20320302,0.038811553,0.223172687,0.073508777,0.20320302,0.038811553,0.223172687,0.073508777,0.844372944,0.908602245,0.844372944,0.908602245,0.044526253,0.044526253,0.21522276,0.21522276,,,
8,0.01954486,0.014643055,0.068584911,0.023213742,0.01954486,0.014643055,0.068584911,0.023213742,0.776542444,0.73887769,0.776542444,0.73887769,0.01513669,0.01513669,0.024912021,0.024912021,,,
9,0.358898485,0.032310173,0.36723479,0.061540447,0.358898485,0.032310173,0.36723479,0.061540447,0.989265905,0.851316887,0.989265905,0.851316887,0.036276836,0.036276836,0.363669877,0.363669877,,,
10,0.058434007,0.017503265,0.08374575,0.028767699,0.058434007,0.017503265,0.08374575,0.028767699,0.52309659,0.47790417,0.52309659,0.47790417,0.024431918,0.024431918,0.055183815,0.055183815,,,
11,0,0,0.001653517,0.000144118,0,0,0.001653517,0.000144118,0.599666118,0.591648609,0.599666118,0.591648609,0,0,0.000222467,0.000222467,,,
12,0.053649068,0.036668137,0.152824847,0.045517493,0.053649068,0.036668137,0.152824847,0.045517493,1.16913534,1.290168656,1.16913534,1.290168656,0.035057563,0.035057563,0.115514374,0.115514374,,,
13,0.325548466,0.006288693,0.406350869,0.003680354,0.325548466,0.006288693,0.406350869,0.003680354,0.669852265,0.777273844,0.669852265,0.777273844,0.008286813,0.008286813,0.33866466,0.33866466,,,
14,0.258515829,0.07509727,0.437041828,0.132339299,0.258515829,0.07509727,0.437041828,0.132339299,0.815097337,1.115008852,0.815097337,1.115008852,0.120870918,0.120870918,0.434990248,0.434990248,,,
15,0.087231842,0.034968447,0.266627159,0.015527978,0.087231842,0.034968447,0.266627159,0.015527978,0.574539598,0.66127949,0.574539598,0.66127949,0.032592297,0.032592297,0.098435706,0.098435706,,,
16,0.171190965,0.010800197,0.36217086,0.012959288,0.171190965,0.010800197,0.36217086,0.012959288,0.570890534,0.847258771,0.570890534,0.847258771,0.013072868,0.013072868,0.278703755,0.278703755,,,
17,0.253106044,0.010617773,0.340863391,0.009096739,0.253106044,0.010617773,0.340863391,0.009096739,0.607463784,0.579299778,0.607463784,0.579299778,0.010385736,0.010385736,0.24679039,0.24679039,,,
18,0.004098522,0.00091469,0.053394793,0.012125274,0.004098522,0.00091469,0.053394793,0.012125274,0.566207018,0.734981165,0.566207018,0.734981165,0.000330051,0.000330051,0.002464282,0.002464282,,,
19,0.375673497,0.004299699,0.476114373,0.119325511,0.375673497,0.004299699,0.476114373,0.119325511,1.043622218,1.01324346,1.043622218,1.01324346,0.003483847,0.003483847,0.369823615,0.369823615,,,
20,0,0,0.004923663,0.002252434,0,0,0.004923663,0.002252434,0.580073974,0.669463214,0.580073974,0.669463214,0,0,0.000321766,0.000321766,,,
21,0.033447158,0.023437796,0.031237726,0.022096297,0.033447158,0.023437796,0.031237726,0.022096297,0.620174318,0.743068709,0.620174318,0.743068709,0.008406434,0.008406434,0.050218318,0.050218318,,,
22,0.040772308,0.024335893,0.097455566,0.061304104,0.040772308,0.024335893,0.097455566,0.061304104,1.335310899,1.112457967,1.335310899,1.112457967,0.02283556,0.02283556,0.039450361,0.039450361,,,
23,0.002958343,0.002385271,0.002744215,0.002776867,0.002958343,0.002385271,0.002744215,0.002776867,0.582071204,0.767102268,0.582071204,0.767102268,0.001857689,0.001857689,0.00313717,0.00313717,,,
24,0.422984927,0.0765552,0.482257118,0.257630527,0.422984927,0.0765552,0.482257118,0.257630527,0.948593435,1.121127464,0.948593435,1.121127464,0.176075637,0.176075637,0.464690577,0.464690577,,,
25,0.001638107,0.002119341,0.007507539,0.003791111,0.001638107,0.002119341,0.007507539,0.003791111,0.616876215,0.707149673,0.616876215,0.707149673,0.003609481,0.003609481,0.002396276,0.002396276,,,
26,0.197632035,0.060869295,0.174377914,0.074618153,0.197632035,0.060869295,0.174377914,0.074618153,0.779268534,0.855533,0.779268534,0.855533,0.041236036,0.041236036,0.215232995,0.215232995,,,
27,0,0,3.97E-05,3.90E-05,0,0,3.97E-05,3.90E-05,0.586507597,0.501168279,0.586507597,0.501168279,0,0,0.000389308,0.000389308,,,
28,0.001669846,0.000543843,0.002257336,0.002020715,0.001669846,0.000543843,0.002257336,0.002020715,0.600562176,0.583858703,0.600562176,0.583858703,0,0,0.000340542,0.000340542,,,
29,0.204099489,0.017683683,0.33395703,0.041471593,0.204099489,0.017683683,0.33395703,0.041471593,0.696449813,0.823210408,0.696449813,0.823210408,0.01706833,0.01706833,0.199641054,0.199641054,,,
30,0,0,0.000223226,0.000148262,0,0,0.000223226,0.000148262,0.575702297,0.58738992,0.575702297,0.58738992,0,0,0.000355727,0.000355727,,,
31,0.209806059,0.01794464,0.372914175,0.012325749,0.209806059,0.01794464,0.372914175,0.012325749,1.084512422,0.973509428,1.084512422,0.973509428,0.02725476,0.02725476,0.080646296,0.080646296,,,
32,0.000481605,0.00054119,0.007423918,0.004401525,0.000481605,0.00054119,0.007423918,0.004401525,0.612440562,0.610146494,0.612440562,0.610146494,3.27E-06,3.27E-06,0.000737598,0.000737598,,,
33,0.076697922,0.031309091,0.032629842,0.037481703,0.076697922,0.031309091,0.032629842,0.037481703,1.00402755,0.950613321,1.00402755,0.950613321,0.013671098,0.013671098,0.01570125,0.01570125,,,
34,0.328074722,0.013162022,0.406331924,0.005691939,0.328074722,0.013162022,0.406331924,0.005691939,0.488661001,0.543263179,0.488661001,0.543263179,0.01611414,0.01611414,0.282151897,0.282151897,,,
35,0.323446711,0.157753825,0.122973296,0.134692252,0.323446711,0.157753825,0.122973296,0.134692252,0.673844472,0.476355137,0.673844472,0.476355137,0.027466554,0.027466554,0.334398374,0.334398374,0.41149758,0.338990776,0.028850924
36,0.068500386,0.074444354,0.033170981,0.041220609,0.068500386,0.074444354,0.033170981,0.041220609,0.610670596,0.486491068,0.610670596,0.486491068,0.044350732,0.044350732,0.246940557,0.246940557,0.485670508,0.237649768,0.032422166
37,0.12199584,0.012402587,0.204573745,0.033295479,0.12199584,0.012402587,0.204573745,0.033295479,0.371709718,0.361138704,0.371709718,0.361138704,0.07795769,0.07795769,0.201394293,0.201394293,0.316663403,0.240313462,0.045523554
38,0,0,0.019068474,0.007891951,0,0,0.019068474,0.007891951,0.473179161,0.435448118,0.473179161,0.435448118,0.033841353,0.033841353,0.329236882,0.329236882,0.465849917,0.195622612,0.024150431
39,0.00051145,0.000827347,0.02559653,0.000796663,0.00051145,0.000827347,0.02559653,0.000796663,0.348568001,0.327243285,0.348568001,0.327243285,0.024771465,0.024771465,0.332516902,0.332516902,0.391227553,0.351390559,0.024217365
40,0.111454101,0.031991869,0.288254682,0.023361437,0.111454101,0.031991869,0.288254682,0.023361437,0.721002556,0.596134494,0.721002556,0.596134494,0.061230432,0.061230432,0.4064737,0.4064737,0.978445005,0.397807549,0.052073237
41,0.001559769,0.000542993,0.161551956,0.02099059,0.001559769,0.000542993,0.161551956,0.02099059,0.515510331,0.711505765,0.515510331,0.711505765,0.042485986,0.042485986,0.289951453,0.289951453,,,
42,0,0,0.005652938,0.004493324,0,0,0.005652938,0.004493324,0.481025858,0.569545325,0.481025858,0.569545325,0.004390793,0.004390793,0.005470778,0.005470778,,,
43,0.223308081,0.026684178,0.195497459,0.058311131,0.223308081,0.026684178,0.195497459,0.058311131,0.570432781,0.444101027,0.570432781,0.444101027,0.060095061,0.060095061,0.192437108,0.192437108,,,
44,0.002405673,0.002938373,0.109742768,0.02740592,0.002405673,0.002938373,0.109742768,0.02740592,0.617098319,0.699001179,0.617098319,0.699001179,0.027966758,0.027966758,0.126796284,0.126796284,,,
45,0.0016875,0.001106763,0.014309863,0.003795466,0.0016875,0.001106763,0.014309863,0.003795466,1.133126654,0.984004214,1.133126654,0.984004214,0,0,0.000407885,0.000407885,,,
46,0.097647139,0.001948729,0.319892388,0.004809713,0.097647139,0.001948729,0.319892388,0.004809713,0.585040502,0.680267921,0.585040502,0.680267921,0.003282926,0.003282926,0.130319289,0.130319289,,,
47,0.000660609,0.0005971,0.003383519,0.00304387,0.000660609,0.0005971,0.003383519,0.00304387,0.397657507,0.478324812,0.397657507,0.478324812,0.00237007,0.00237007,0.003516234,0.003516234,,,
48,0.319039359,0.021447906,0.420837477,0.060133141,0.319039359,0.021447906,0.420837477,0.060133141,0.760638101,0.936111249,0.760638101,0.936111249,0.060506284,0.060506284,0.448617449,0.448617449,,,
49,0.129998771,0.003442446,0.340292478,0.005749838,0.129998771,0.003442446,0.340292478,0.005749838,0.620520258,0.679515866,0.620520258,0.679515866,0.002998962,0.002998962,0.085562877,0.085562877,,,
50,0.004720045,0.004740551,0.014017573,0.007231527,0.004720045,0.004740551,0.014017573,0.007231527,1.412038324,1.018156013,1.412038324,1.018156013,0,0,0.001465034,0.001465034,,,
51,0.000344346,0.000479301,0.000581337,0.000447615,0.000344346,0.000479301,0.000581337,0.000447615,0.750961283,0.744555671,0.750961283,0.744555671,0.000428656,0.000428656,0.000726496,0.000726496,,,
52,0.000871201,0.000962104,0.042208141,0.01961422,0.000871201,0.000962104,0.042208141,0.01961422,1.310881494,1.181171159,1.310881494,1.181171159,0,0,0.000395327,0.000395327,,,
53,0.237112458,0.023998842,0.391691856,0.043961257,0.237112458,0.023998842,0.391691856,0.043961257,0.707609545,0.683688965,0.707609545,0.683688965,0.041253176,0.041253176,0.443882906,0.443882906,,,
54,0.020316772,0.032903023,0.00858353,0.010427981,0.020316772,0.032903023,0.00858353,0.010427981,0.423214442,0.424086722,0.423214442,0.424086722,0.014894785,0.014894785,0.009108375,0.009108375,,,
55,0.037920743,0.016977679,0.030175363,0.032433372,0.037920743,0.016977679,0.030175363,0.032433372,0.462285283,0.57082735,0.462285283,0.57082735,0.021010539,0.021010539,0.04802869,0.04802869,,,
56,0.217851386,0.078786217,0.218711604,0.173189953,0.217851386,0.078786217,0.218711604,0.173189953,0.863628081,0.861518332,0.863628081,0.861518332,0.169406518,0.169406518,0.234045892,0.234045892,,,
57,0.199643538,0.041688606,0.293482029,0.161562234,0.199643538,0.041688606,0.293482029,0.161562234,0.690312402,1.271364839,0.690312402,1.271364839,0.134123132,0.134123132,0.243714679,0.243714679,,,
58,0.00133368,0.001262267,0.003511951,0.003868236,0.00133368,0.001262267,0.003511951,0.003868236,0.762371962,0.710017845,0.762371962,0.710017845,0.002267512,0.002267512,0.004663728,0.004663728,,,
59,0.005662978,0.009518239,0.004909088,0.005549315,0.005662978,0.009518239,0.004909088,0.005549315,0.572624284,0.744503648,0.572624284,0.744503648,0.006092286,0.006092286,0.004207321,0.004207321,,,
60,0.014022224,0.004669266,0.005742867,0.007184389,0.014022224,0.004669266,0.005742867,0.007184389,0.609906327,0.641647178,0.609906327,0.641647178,0.006730846,0.006730846,0.012241426,0.012241426,,,
61,0.015833721,0.008933323,0.004510962,0.006604067,0.015833721,0.008933323,0.004510962,0.006604067,0.554776364,0.554935786,0.554776364,0.554935786,0.010633986,0.010633986,0.010438251,0.010438251,,,
62,0.075611633,0.053187974,0.019662802,0.030166676,0.075611633,0.053187974,0.019662802,0.030166676,0.698061959,0.553406319,0.698061959,0.553406319,0.028461011,0.028461011,0.020068284,0.020068284,,,
63,0.003838213,0.001914026,0.006276293,0.006713589,0.003838213,0.001914026,0.006276293,0.006713589,0.550586096,0.862671333,0.550586096,0.862671333,0.0043735,0.0043735,0.007775678,0.007775678,,,
64,0,0,0.001183531,0.000490854,0,0,0.001183531,0.000490854,0.554846899,0.51832147,0.554846899,0.51832147,0,0,0.000421069,0.000421069,,,
65,0.2550846,0.055980712,0.365129846,0.096954249,0.2550846,0.055980712,0.365129846,0.096954249,0.830159244,0.849444146,0.830159244,0.849444146,0.080649063,0.080649063,0.34782451,0.34782451,,,
66,0.03044983,0.026350055,0.023776786,0.023124723,0.03044983,0.026350055,0.023776786,0.023124723,0.529689292,0.6094763,0.529689292,0.6094763,0.025525933,0.025525933,0.031091605,0.031091605,,,
67,0.252581438,0.00963511,0.386598875,0.018348031,0.252581438,0.00963511,0.386598875,0.018348031,0.67423699,0.991361057,0.67423699,0.991361057,0.018015759,0.018015759,0.331427778,0.331427778,,,
68,0.271933959,0.00766417,0.453496747,0.010066736,0.271933959,0.00766417,0.453496747,0.010066736,0.654241318,0.651434352,0.654241318,0.651434352,0.00809606,0.00809606,0.313906446,0.313906446,,,
69,0.300678651,0.020275472,0.475020183,0.008790599,0.300678651,0.020275472,0.475020183,0.008790599,0.61422498,0.588157082,0.61422498,0.588157082,0.019763393,0.019763393,0.333116827,0.333116827,,,
70,0.006910134,0.008557784,0.00888165,0.006372817,0.006910134,0.008557784,0.00888165,0.006372817,0.58489603,0.474123654,0.58489603,0.474123654,0.007900106,0.007900106,0.005940874,0.005940874,,,
71,0.002484223,0.001568356,0.000868747,0.00127961,0.002484223,0.001568356,0.000868747,0.00127961,0.720695905,0.658805209,0.720695905,0.658805209,0.001812543,0.001812543,0.001832597,0.001832597,,,
72,0.03597491,0.029398078,0.170317347,0.020443998,0.03597491,0.029398078,0.170317347,0.020443998,0.423569517,0.45849198,0.423569517,0.45849198,0.034985278,0.034985278,0.036683731,0.036683731,,,
73,0.347023319,0.112102486,0.396178511,0.075168341,0.347023319,0.112102486,0.396178511,0.075168341,0.718315828,0.788308216,0.718315828,0.788308216,,,,,,,
74,0,0,0,0,0,0,0,0,0.752118207,0.660646406,0.752118207,0.660646406,0,0,0.000281098,0.000281098,,,
75,0.050116694,0.045607381,0.068867802,0.058024853,0.050116694,0.045607381,0.068867802,0.058024853,0.60991256,0.782048763,0.60991256,0.782048763,0.044153735,0.044153735,0.078150981,0.078150981,,,
76,0.009863206,0.013290592,0.002465802,0.004447403,0.009863206,0.013290592,0.002465802,0.004447403,0.432033898,0.369156475,0.432033898,0.369156475,0.013907905,0.013907905,0.011072503,0.011072503,,,
77,0.00122611,0.001498336,0.00940149,0.00284688,0.00122611,0.001498336,0.00940149,0.00284688,1.332093003,1.608817459,1.332093003,1.608817459,0,0,0.002254932,0.002254932,,,
78,0.003354113,0.001194881,0.00265691,0.0019521,0.003354113,0.001194881,0.00265691,0.0019521,1.268087166,1.265409152,1.268087166,1.265409152,0,0,0.001656981,0.001656981,,,
79,0.141424685,0.017924115,0.323137894,0.075234063,0.141424685,0.017924115,0.323137894,0.075234063,0.638495778,0.922554474,0.638495778,0.922554474,0.021129698,0.021129698,0.190215076,0.190215076,,,
80,0.017171029,0.009616729,0.018486749,0.014372569,0.017171029,0.009616729,0.018486749,0.014372569,0.806587031,0.765673871,0.806587031,0.765673871,0.010381127,0.010381127,0.017830113,0.017830113,,,
81,0.004855427,0.002598827,0.010686767,0.008033117,0.004855427,0.002598827,0.010686767,0.008033117,0.772089748,0.601804378,0.772089748,0.601804378,0.004397836,0.004397836,0.00967542,0.00967542,,,
82,0.010526055,0.015880613,0.01599262,0.008516987,0.010526055,0.015880613,0.01599262,0.008516987,0.535852117,0.697406921,0.535852117,0.697406921,0.007699874,0.007699874,0.007247516,0.007247516,,,
84,0.022969622,0.020723693,0.014227956,0.018663874,0.022969622,0.020723693,0.014227956,0.018663874,0.74071354,1.747970816,0.74071354,1.747970816,0,0,0.000395331,0.000395331,,,
85,0.129119569,0.007061071,0.452507455,0.019824319,0.129119569,0.007061071,0.452507455,0.019824319,0.933656765,0.729476603,0.933656765,0.729476603,0.019192925,0.019192925,0.340413674,0.340413674,,,
86,0,0,0.000303777,0.000436417,0,0,0.000303777,0.000436417,1.244707897,0.952951014,1.244707897,0.952951014,0,0,0.001342228,0.001342228,,,
87,0.202663129,0.016651325,0.37086713,0.022961259,0.202663129,0.016651325,0.37086713,0.022961259,0.779321233,0.774180261,0.779321233,0.774180261,0.023268795,0.023268795,0.338522495,0.338522495,,,
88,0.197925575,0.037533462,0.282715233,0.039807603,0.197925575,0.037533462,0.282715233,0.039807603,0.642853761,0.586859036,0.642853761,0.586859036,0.037733093,0.037733093,0.189367203,0.189367203,,,
89,0.022401122,0.021554668,0.012423005,0.014918955,0.022401122,0.021554668,0.012423005,0.014918955,0.672115483,0.690086668,0.672115483,0.690086668,0.018560456,0.018560456,0.026924449,0.026924449,,,
90,0.001480354,0.000818669,0.015417864,0.003579846,0.001480354,0.000818669,0.015417864,0.003579846,0.863274763,0.939641239,0.863274763,0.939641239,0.000978656,0.000978656,0.00135111,0.00135111,,,
91,0.018554505,0.004070991,0.006690909,0.009300948,0.018554505,0.004070991,0.006690909,0.009300948,0.536618216,0.618087537,0.536618216,0.618087537,0.006061504,0.006061504,0.018767776,0.018767776,,,
92,0.028828538,0.011224609,0.022416409,0.020838978,0.028828538,0.011224609,0.022416409,0.020838978,0.820452836,0.746433706,0.820452836,0.746433706,0.00324041,0.00324041,0.015695367,0.015695367,,,
93,0.358169189,0.18866165,0.406325526,0.132966787,0.358169189,0.18866165,0.406325526,0.132966787,0.758159437,0.719638187,0.758159437,0.719638187,0.165328413,0.165328413,0.371058775,0.371058775,,,
94,0,0,0,0,0,0,0,0,0.578278766,0.612007045,0.578278766,0.612007045,0,0,0.000869076,0.000869076,,,
95,0.215999018,0.009770669,0.374624451,0.007109499,0.215999018,0.009770669,0.374624451,0.007109499,0.468123721,0.475186241,0.468123721,0.475186241,0.008783857,0.008783857,0.215101179,0.215101179,,,
96,0.269061332,0.025333514,0.419227466,0.04017701,0.269061332,0.025333514,0.419227466,0.04017701,0.790569358,0.997617555,0.790569358,0.997617555,0.021381114,0.021381114,0.235106766,0.235106766,,,
97,0.437192306,0.004506025,0.540401797,0.016970718,0.437192306,0.004506025,0.540401797,0.016970718,0.693009764,0.602434294,0.693009764,0.602434294,0.002843195,0.002843195,0.438101267,0.438101267,,,
98,0.001939397,0.00172396,0.00053931,0.000845457,0.001939397,0.00172396,0.00053931,0.000845457,0.493717632,0.574580082,0.493717632,0.574580082,4.34E-05,4.34E-05,0.002314733,0.002314733,,,
99,0.010123363,0.002363338,0.008101942,0.007347122,0.010123363,0.002363338,0.008101942,0.007347122,0.611811756,0.677901765,0.611811756,0.677901765,0.007966582,0.007966582,0.010513556,0.010513556,,,
100,0.435006786,0.033977553,0.477602685,0.16015029,0.435006786,0.033977553,0.477602685,0.16015029,0.6943186,0.922964161,0.6943186,0.922964161,0.021966306,0.021966306,0.297176606,0.297176606,,,
101,0.306350924,0.165595755,0.381961706,0.181390241,0.306350924,0.165595755,0.381961706,0.181390241,1.311787182,1.175251831,1.311787182,1.175251831,0.162360996,0.162360996,0.310230989,0.310230989,,,
102,0,0,0,0,0,0,0,0,0.804995285,1.15963229,0.804995285,1.15963229,0,0,0.002254999,0.002254999,,,
103,0,0,0,0,0,0,0,0,0.589903789,0.570178458,0.589903789,0.570178458,0,0,0.000335699,0.000335699,,,
104,0.00474091,0.001619653,0.010740613,0.007159574,0.00474091,0.001619653,0.010740613,0.007159574,0.583924283,0.498564968,0.583924283,0.498564968,0.007304147,0.007304147,0.012019449,0.012019449,,,
105,0.008353636,0.008085594,0.005555555,0.005258116,0.008353636,0.008085594,0.005555555,0.005258116,0.769584068,0.868482542,0.769584068,0.868482542,0.005544743,0.005544743,0.005429562,0.005429562,,,
106,0.000703453,0.000893221,0.000175863,0.000327887,0.000703453,0.000893221,0.000175863,0.000327887,0.54644182,0.515344926,0.54644182,0.515344926,0.001086586,0.001086586,0.001192776,0.001192776,,,
107,0.002290806,0.000323571,0.002839124,0.00181568,0.002290806,0.000323571,0.002839124,0.00181568,0.627835959,0.636868473,0.627835959,0.636868473,0,0,0.000355732,0.000355732,,,
108,0.012180869,0.001410863,0.085585151,0.044967093,0.012180869,0.001410863,0.085585151,0.044967093,0.659792771,0.638441163,0.659792771,0.638441163,0.001040593,0.001040593,0.005928634,0.005928634,,,
109,0.000696802,0.000840734,0.004716187,0.003516803,0.000696802,0.000840734,0.004716187,0.003516803,0.734041539,0.692694406,0.734041539,0.692694406,0.000834266,0.000834266,0.001356065,0.001356065,,,
110,0.416537422,0.021279156,0.415352556,0.014368492,0.416537422,0.021279156,0.415352556,0.014368492,0.681992799,0.643614285,0.681992799,0.643614285,,,,,,,
111,0.000882567,0.001570476,0.000220642,0.00043228,0.000882567,0.001570476,0.000220642,0.00043228,0.724366118,0.729325061,0.724366118,0.729325061,0.005700117,0.005700117,0.003619654,0.003619654,,,
112,0.00383028,0.000955989,0.010820897,0.008597781,0.00383028,0.000955989,0.010820897,0.008597781,0.463074725,0.464817117,0.463074725,0.464817117,0.000401883,0.000401883,0.000940958,0.000940958,,,
113,0.356423719,0.163676411,0.537511815,0.157457486,0.356423719,0.163676411,0.537511815,0.157457486,0.916800412,1.31252976,0.916800412,1.31252976,,,,,,,
114,0.004249526,0.004594133,0.00215384,0.002719262,0.004249526,0.004594133,0.00215384,0.002719262,0.570667981,0.586072669,0.570667981,0.586072669,0.001900934,0.001900934,0.002429432,0.002429432,,,
115,0,0,0,0,0,0,0,0,0.741385656,0.749816941,0.741385656,0.749816941,0,0,0.001268712,0.001268712,,,
116,0,0,0,0,0,0,0,0,0.812782839,0.657235269,0.812782839,0.657235269,0,0,0.001234284,0.001234284,,,
117,0,0,4.12E-05,4.42E-05,0,0,4.12E-05,4.42E-05,0.757182536,0.831706486,0.757182536,0.831706486,0,0,0.000277465,0.000277465,,,
118,0.002987948,0.000698909,0.012167389,0.007328883,0.002987948,0.000698909,0.012167389,0.007328883,0.581199556,0.609268416,0.581199556,0.609268416,0,0,0.000464586,0.000464586,,,
119,0.272149064,0.021406125,0.4658624,0.08543501,0.272149064,0.021406125,0.4658624,0.08543501,0.634523291,0.815160412,0.634523291,0.815160412,0.043565623,0.043565623,0.355008455,0.355008455,,,
120,0.000341566,0.000302256,0.004327887,0.0040521,0.000341566,0.000302256,0.004327887,0.0040521,0.729671715,0.67292584,0.729671715,0.67292584,5.41E-05,5.41E-05,0.000698858,0.000698858,,,
121,0.000500144,0.000456866,0.000505291,0.000484096,0.000500144,0.000456866,0.000505291,0.000484096,0.528664184,0.532101335,0.528664184,0.532101335,0.000481552,0.000481552,0.000689725,0.000689725,,,
122,0.315545155,0.059678193,0.384180471,0.042437978,0.315545155,0.059678193,0.384180471,0.042437978,0.718435715,0.605391238,0.718435715,0.605391238,0.059214056,0.059214056,0.283258893,0.283258893,,,
123,0,0,0,0,0,0,0,0,1.775325477,1.015292023,1.775325477,1.015292023,0,0,0.004320028,0.004320028,,,
124,0.036992183,0.040283378,0.022452169,0.026039094,0.036992183,0.040283378,0.022452169,0.026039094,0.633815246,0.700750465,0.633815246,0.700750465,0.043640025,0.043640025,0.048836209,0.048836209,,,
125,0.036967051,0.013481827,0.019073834,0.023753963,0.036967051,0.013481827,0.019073834,0.023753963,0.950852059,1.070918068,0.950852059,1.070918068,0,0,0.001656912,0.001656912,,,
126,0.009572628,0.002405691,0.003175882,0.004539469,0.009572628,0.002405691,0.003175882,0.004539469,1.251353661,0.975918661,1.251353661,0.975918661,0,0,0.000954877,0.000954877,,,
127,0.002348064,0.002255268,0.000587016,0.000966252,0.002348064,0.002255268,0.000587016,0.000966252,0.65471544,0.655274625,0.65471544,0.655274625,0,0,0.000456877,0.000456877,,,
128,0.305168066,0.001076065,0.392658041,0.001035445,0.305168066,0.001076065,0.392658041,0.001035445,1.045163531,0.761303117,1.045163531,0.761303117,1.26E-05,1.26E-05,0.100524911,0.100524911,,,
129,0,0,8.78E-05,5.97E-05,0,0,8.78E-05,5.97E-05,0.53664654,0.590297353,0.53664654,0.590297353,0,0,0.000317313,0.000317313,,,
130,0.000184178,0.000232558,0.000818868,0.00071952,0.000184178,0.000232558,0.000818868,0.00071952,0.638195263,0.612990726,0.638195263,0.612990726,0,0,0.000684968,0.000684968,,,
131,0.061332704,0.058965672,0.033165575,0.037631117,0.061332704,0.058965672,0.033165575,0.037631117,0.890712918,0.832931492,0.890712918,0.832931492,0.060322963,0.060322963,0.072493088,0.072493088,,,
132,0.170147398,0.073658139,0.08519325,0.077593364,0.170147398,0.073658139,0.08519325,0.077593364,1.057709998,0.822104328,1.057709998,0.822104328,0.085059337,0.085059337,0.146534492,0.146534492,,,
133,0.14924212,0.006860656,0.178391393,0.114197887,0.14924212,0.006860656,0.178391393,0.114197887,0.804664457,0.827970954,0.804664457,0.827970954,0.007012128,0.007012128,0.155422025,0.155422025,,,
134,0.014380953,0.000697089,0.053069245,0.029143853,0.014380953,0.000697089,0.053069245,0.029143853,0.550917399,0.598289626,0.550917399,0.598289626,0,0,0.000533944,0.000533944,,,
135,0.006930893,0.001104592,0.009405956,0.007799574,0.006930893,0.001104592,0.009405956,0.007799574,0.643450729,0.686864912,0.643450729,0.686864912,0.000504161,0.000504161,0.004055129,0.004055129,,,
136,0,0,0.001001081,0.000225414,0,0,0.001001081,0.000225414,0.497486347,0.401413685,0.497486347,0.401413685,8.18E-05,8.18E-05,0.000549944,0.000549944,,,
137,0.003898734,0.002026661,0.015172739,0.008801226,0.003898734,0.002026661,0.015172739,0.008801226,0.787362251,0.745624178,0.787362251,0.745624178,0,0,0.000414415,0.000414415,,,
138,0.51530914,0.209492594,0.567555943,0.216504633,0.51530914,0.209492594,0.567555943,0.216504633,0.513716005,1.614752824,0.513716005,1.614752824,0.194649145,0.194649145,0.490982872,0.490982872,,,
139,0.000363732,0.00051161,0.000227332,0.000292287,0.000363732,0.00051161,0.000227332,0.000292287,0.655235479,0.672419705,0.655235479,0.672419705,0.000582422,0.000582422,0.000781671,0.000781671,,,
140,0.476993699,0.059322778,0.523227438,0.217923462,0.476993699,0.059322778,0.523227438,0.217923462,0.719421098,0.840695934,0.719421098,0.840695934,0.066085748,0.066085748,0.491891621,0.491891621,,,
141,0.00034029,0.000399453,0.000254234,0.000317525,0.00034029,0.000399453,0.000254234,0.000317525,0.766355843,0.556629734,0.766355843,0.556629734,0.000633587,0.000633587,0.000769492,0.000769492,,,
142,0.045246867,0.037741132,0.037132743,0.035772655,0.045246867,0.037741132,0.037132743,0.035772655,1.208486794,1.03879983,1.208486794,1.03879983,0.030889727,0.030889727,0.032553237,0.032553237,,,
143,0,0,4.34E-05,6.34E-05,0,0,4.34E-05,6.34E-05,0.545642086,0.577802623,0.545642086,0.577802623,0,0,0.000284807,0.000284807,,,
