GHUB_ID,precip2015,temp2015,GDP,elevation,biom,soil,climate,capital,riverba,costal,UE_Area,CONTINENT,Country,countr_iso,ucid,pop100,BU100,Vol_tot,Vol_non,gdp2
5128,893.3287354,19.51905632,1848843419,1752,Tropical and Subtropical Dry Broadleaf Forests,Phaeozems,"Steppe (semi-arid), and  Hot arid",0,SANTIAGO,0,33.54446751,North America,Mexico,MEX,105,195152.1919,8123564,57119197,1237505,1550170435
5129,694.1666107,21.73889923,2214068785,337,Deserts and Xeric Shrublands,Calcisols,"Steppe (semi-arid), and  Hot arid",0,RIO GRANDE (also BRAVO),0,22.01591686,North America,Mexico,MEX,209,67081.8077,4167378,26759031,661814,1608446637
5130,961.6864014,23.75954247,855508016.8,370,Tropical and Subtropical Dry Broadleaf Forests,Vertisols,"Steppe (semi-arid), and  Hot arid",0,0,0,19.29619538,North America,Mexico,MEX,94,99484.05623,6307814,49065603,352968,690368522.5
5131,491.428482,17.7857132,1369599777,1272,Deserts and Xeric Shrublands,Regosols,"Steppe (semi-arid), and  Cold arid",0,YAQUI,0,18.82020251,North America,Mexico,MEX,87,74568.00527,6438539,44984819,1880968,972043325.5
5132,1808.084656,21.85238647,758223882,1648,Tropical and Subtropical Coniferous Forests,Luvisols,"Mild temperate with dry winter, and  Warm summer",0,USUMACINTA,0,20.16485003,North America,Mexico,MEX,262,101498.2367,6154399,53977589,813864,501403880.3
5133,83.12857819,24.17618561,1338561909,35,Deserts and Xeric Shrublands,Regosols,"Desert (arid), and  Hot arid",0,COLORADO (also COLORADO RIVER),0,21.62896505,North America,Mexico,MEX,59,68569.89077,6479164,41159986,82687,869709825.5
5134,834.8142701,21.16904259,1386729999,1609,Tropical and Subtropical Dry Broadleaf Forests,Phaeozems,"Mild temperate with dry summer, and  Hot summer",0,0,0,19.26950252,North America,Mexico,MEX,86,100528.8589,5089763,35136218,102506,892610570.4
5135,857.8858338,18.86667061,847323232,1744,Tropical and Subtropical Dry Broadleaf Forests,Vertisols,"Mild temperate with dry winter, and  Hot summer",0,SANTIAGO,0,22.61112077,North America,Mexico,MEX,108,94027.66412,5235656,39244460,285472,635872497.8
5136,906.9150696,23.86785698,887385250,1001,Tropical and Subtropical Dry Broadleaf Forests,Regosols,Tropical savannah with dry winter,0,0,0,19.65345112,North America,Mexico,MEX,141,103229.3403,5369148,40668182,735718,512591871.1
5137,509.8001862,18.32290077,1163650485,1616,Deserts and Xeric Shrublands,Calcisols,"Steppe (semi-arid), and  Hot arid",0,0,0,21.65772999,North America,Mexico,MEX,169,80823.93562,5787026,43045700,331323,908963156.3
5138,1305.984467,17.43569946,1143043946,2295,Deserts and Xeric Shrublands,Phaeozems,"Mild temperate, fully humid, and  Warm summer",0,PANUCO,0,25.74858059,North America,Mexico,MEX,186,118631.3627,6414514,52437322,688261,966456921
5139,856.9000854,19.79285812,1437257471,1538,Tropical and Subtropical Dry Broadleaf Forests,Phaeozems,"Mild temperate with dry winter, and  Hot summer",0,SANTIAGO,0,17.76719673,North America,Mexico,MEX,96,87806.12849,5106201,37574699,2032572,1023337930
5140,695.8143311,18.24285698,1015958598,1975,Deserts and Xeric Shrublands,Phaeozems,"Steppe (semi-arid), and  Hot arid;Steppe (semi-arid), and  Cold arid",0,SANTIAGO,0,20.86646831,North America,Mexico,MEX,137,78432.94703,4825367,38815267,347718,757940866
5141,1214.157257,26.90357018,2696337708,12,Tropical and Subtropical Moist Broadleaf Forests,Leptosols,Tropical savannah with dry winter,0,0,1,19.2586341,North America,Mexico,MEX,390,136547.6936,5000876,37911444,3026133,1669833934
5142,847.8287659,18.29048538,993644734.3,1881,Tropical and Subtropical Dry Broadleaf Forests,Phaeozems,"Mild temperate with dry winter, and  Hot summer",0,SANTIAGO,0,17.85171962,North America,Mexico,MEX,120,91535.01985,4931967,39280055,1224276,951193482
5143,804.480011,27.29166031,944754714.4,40,Tropical and Subtropical Dry Broadleaf Forests,Cambisols,"Steppe (semi-arid), and  Hot arid",0,0,1,26.66935277,North America,Mexico,MEX,92,96827.04776,4944129,40044935,6890701,899512277.4
5144,947.7844849,16.79405785,335811687.6,2101,Deserts and Xeric Shrublands,Phaeozems,"Mild temperate, fully humid, and  Warm summer",0,PANUCO,0,21.04255216,North America,Mexico,MEX,175,43049.71196,3778927,27124352,226969,370700462.8
5145,303.7002869,23.09048462,1114234683,312,Deserts and Xeric Shrublands,Regosols,"Desert (arid), and  Hot arid",0,CONCEPCION,0,20.23622362,North America,Mexico,MEX,64,61494.95456,5632013,41302679,888904,927180514.6
5146,877.5571289,25.60834312,1346935846,67,Tropical and Subtropical Dry Broadleaf Forests,Phaeozems,"Steppe (semi-arid), and  Hot arid",0,ARMERIA,1,15.67654837,North America,Mexico,MEX,80,94850.98777,4258947,27908072,242573,1134573013
5147,815.0853882,19.97259903,671592903.4,1965,Tropical and Subtropical Coniferous Forests,Regosols,"Mild temperate with dry winter, and  Hot summer",0,0,0,19.07323256,North America,Mexico,MEX,172,72408.52326,4474837,31940350,885325,602330121.4
5148,686.5668182,25.65831757,788127060.5,19,Tropical and Subtropical Dry Broadleaf Forests,Vertisols,"Steppe (semi-arid), and  Hot arid",0,0,1,17.24845915,North America,Mexico,MEX,70,73328.20022,4767481,34230755,132038,845641940.5
5149,774.7712402,15.87737179,626060784,2479,Tropical and Subtropical Coniferous Forests,Phaeozems,"Mild temperate with dry winter, and  Warm summer",0,0,0,16.26233296,North America,Mexico,MEX,185,77219.77954,4296534,32480118,1374977,492032784.8
5150,486.3143921,18.00832939,1277955140,1791,Deserts and Xeric Shrublands,Phaeozems,"Steppe (semi-arid), and  Cold arid",0,RIO GRANDE (also BRAVO),0,16.07438324,North America,Mexico,MEX,104,83565.14465,4604098,43517153,68493,792703008.5
5151,782.6286622,18.96787071,935795882.3,1773,Tropical and Subtropical Dry Broadleaf Forests,Phaeozems,"Steppe (semi-arid), and  Hot arid",0,SANTIAGO,0,14.88197483,North America,Mexico,MEX,124,74465.91546,3770433,27579964,313432,415418102.4
5152,938.8707275,15.17500019,430856092.8,2576,Deserts and Xeric Shrublands,Phaeozems,"Mild temperate, fully humid, and  Warm summer",0,PANUCO,0,16.70370776,North America,Mexico,MEX,175,46153.66607,3847150,29844269,4573594,208797794.6
5153,376.8001786,20.16787148,393417370.5,833,Deserts and Xeric Shrublands,Calcisols,"Desert (arid), and  Hot arid",0,RIO GRANDE (also BRAVO),0,15.20710049,North America,Mexico,MEX,0,23952.77787,4049090,34731000,109369,254101909.7
5154,553.914322,16.06665802,923221232,2064,Deserts and Xeric Shrublands,Phaeozems,"Steppe (semi-arid), and  Cold arid",0,RIO GRANDE (also BRAVO),0,15.36170286,North America,Mexico,MEX,97,57432.78793,5082086,42439974,0,445376391.4
5155,721.7331848,27.49303436,671119635.1,1,Mangroves,Leptosols,Tropical savannah with dry winter,0,0,1,25.04813462,North America,Mexico,MEX,350,51524.88451,5163267,27973906,371189,181183363.6
5156,223.9000854,24.3649807,340265851.8,108,Deserts and Xeric Shrublands,Leptosols,"Desert (arid), and  Hot arid",0,0,1,12.90499118,North America,Mexico,MEX,0,19161.9483,1401835,8041074,18531,218371211.3
5157,2577.132019,27.50833321,2599695013,24,Tropical and Subtropical Moist Broadleaf Forests,Gleysols,Tropical monsoon,0,USUMACINTA,1,15.45914626,North America,Mexico,MEX,251,83441.26357,3998628,28557683,1081390,2131027947
5158,1769.015992,22.49304962,805847808.6,130,Tropical and Subtropical Moist Broadleaf Forests,Regosols,Tropical savannah with dry winter,0,0,1,18.92808727,North America,Mexico,MEX,220,80246.22845,4713232,36336381,2453878,688083456
5159,466.8500976,21.79999924,995687172.5,357,Deserts and Xeric Shrublands,Calcisols,"Desert (arid), and  Hot arid",0,RIO GRANDE (also BRAVO),0,15.34292713,North America,Mexico,MEX,0,47078.5885,3267112,21212228,254977,657605438.1
5160,880.7144165,20.35475731,1037354195,1619,Tropical and Subtropical Dry Broadleaf Forests,Regosols,"Mild temperate with dry winter, and  Hot summer",0,SANTIAGO,0,17.86854251,North America,Mexico,MEX,91,64684.74273,3960691,26792690,651225,651304392.1
5161,285.371315,23.96071434,2249079964,94,Deserts and Xeric Shrublands,Calcisols,"Desert (arid), and  Hot arid",0,0,1,22.31664964,North America,Mexico,MEX,52,116731.0312,6990679,60621867,313627,1636598007
5162,712.3287506,25.63332748,631554696,57,Tropical and Subtropical Dry Broadleaf Forests,Vertisols,"Steppe (semi-arid), and  Hot arid",0,0,1,13.01293812,North America,Mexico,MEX,71,52130.24258,3782358,28802163,64900,423561649.8
5163,753.916626,18.55694962,1060981784,1857,Tropical and Subtropical Dry Broadleaf Forests,Vertisols,"Steppe (semi-arid), and  Hot arid",0,SANTIAGO,0,14.36816089,North America,Mexico,MEX,123,83744.39336,3718161,27552988,1215505,588767636.7
5164,610.2999572,18.30594254,914462961,2113,Deserts and Xeric Shrublands,Phaeozems,"Steppe (semi-arid), and  Hot arid",0,SANTIAGO,0,14.06486812,North America,Mexico,MEX,148,63997.4807,3509226,26084546,416937,645207381.6
5165,639.2000428,18.03928566,774785863,1974,Deserts and Xeric Shrublands,Calcisols,"Steppe (semi-arid), and  Hot arid",0,SANTIAGO,0,14.06920515,North America,Mexico,MEX,135,65465.35056,3540194,24473672,364865,590439483
5166,1964.11377,25.4737854,576645417,66,Tropical and Subtropical Moist Broadleaf Forests,Cambisols,Tropical monsoon,0,PAPALOAPAN,0,11.33468108,North America,Mexico,MEX,223,51489.41176,3385884,22243204,369458,363150639.6
5167,1712.117981,27.71805,10159279864,3,Mangroves,Gleysols,Tropical savannah with dry summer,0,0,1,11.30809496,North America,Mexico,MEX,290,64420.41601,3336433,25403811,544138,3342280229
5168,1499.258423,24.73500061,661250091,13,Tropical and Subtropical Moist Broadleaf Forests,Vertisols,Tropical savannah with dry winter,0,0,1,14.40531307,North America,Mexico,MEX,219,67348.43971,3382009,31529887,250341,499639722
5169,567.379898,25.4316597,543482255,7,Tropical and Subtropical Dry Broadleaf Forests,Vertisols,"Steppe (semi-arid), and  Hot arid",0,0,1,11.81034166,North America,Mexico,MEX,68,32825.85005,2489902,14555890,1199889,303534254.5
5170,1027.912628,26.89063644,604281371.5,25,Tropical and Subtropical Dry Broadleaf Forests,Leptosols,Tropical savannah with dry winter,0,0,0,13.39567712,North America,Mexico,MEX,375,50433.46658,3151825,20381167,623759,368185911.4
5171,876.4281006,24.31310081,994392810,72,Tropical and Subtropical Moist Broadleaf Forests,Vertisols,Tropical savannah with dry winter,0,0,0,12.2263373,North America,Mexico,MEX,201,57014.61557,3820350,33251357,311693,890105522
5172,815.0853882,19.97259903,466809320,1320,Tropical and Subtropical Dry Broadleaf Forests,Regosols,"Mild temperate with dry winter, and  Hot summer",0,0,0,11.91306594,North America,Mexico,MEX,172,41988.3168,2963901,22291459,446521,347173164.7
5173,461.0573273,20.02024269,6935639481,870,Deserts and Xeric Shrublands,Leptosols,"Steppe (semi-arid), and  Hot arid",0,RIO GRANDE (also BRAVO),0,25.74662656,North America,Mexico,MEX,198,152623.269,4167511,27572295,2790707,4321285462
5174,535.5002288,21.48501968,490772399,749,Deserts and Xeric Shrublands,Calcisols,"Steppe (semi-arid), and  Hot arid",0,RIO GRANDE (also BRAVO),0,11.24387329,North America,Mexico,MEX,200,17203.39064,1371081,9258998,310219,382296690.1
5175,816.9120484,16.4510498,342790119.6,2067,Deserts and Xeric Shrublands,Phaeozems,"Steppe (semi-arid), and  Cold arid",0,PANUCO,0,12.72031504,North America,Mexico,MEX,157,45986.99814,3385074,23504388,93686,292753814.9
5176,846.3143921,19.58810043,654706545.3,1650,Tropical and Subtropical Dry Broadleaf Forests,Vertisols,"Mild temperate with dry winter, and  Hot summer",0,SANTIAGO,0,11.54583323,North America,Mexico,MEX,95,67554.78411,3548506,26005362,409892,563274196.8
5177,774.7572326,18.78094292,832189917.5,1801,Tropical and Subtropical Dry Broadleaf Forests,Vertisols,"Mild temperate with dry summer, and  Hot summer",0,SANTIAGO,0,12.87688408,North America,Mexico,MEX,109,53331.72891,2471645,25549224,97777,575182090.6
5178,1319.670868,18.97141457,496214146,2569,Tropical and Subtropical Coniferous Forests,Phaeozems,"Mild temperate, fully humid, and  Warm summer",0,0,0,11.60032995,North America,Mexico,MEX,211,41936.67467,2384797,18900984,586027,280020174.9
5179,471.2429352,26.06785774,563405122.4,22,Deserts and Xeric Shrublands,Leptosols,"Desert (arid), and  Hot arid",0,0,1,11.83286896,North America,Mexico,MEX,62,34455.75985,2728428,16023696,1120183,293458709.1
5180,190.8834,17.62084961,135269151.9,198,0,Leptosols,"Steppe (semi-arid), and  Cold arid",0,0,1,21.92157922,North America,Mexico,0,19,8731.258291,699716,1820730,3584,111629736.5
5181,463.8714752,21.67261505,664422963.8,384,Deserts and Xeric Shrublands,Leptosols,"Steppe (semi-arid), and  Hot arid",0,RIO GRANDE (also BRAVO),0,11.50053198,North America,Mexico,MEX,0,35527.47179,2206384,13135926,522212,491815420.5
5182,811.5137329,17.26072884,430386209,1816,Deserts and Xeric Shrublands,Phaeozems,"Steppe (semi-arid), and  Cold arid",0,PANUCO,0,13.94881238,North America,Mexico,MEX,157,38434.78808,3225950,24329979,637013,292977142
5183,169.1667938,17.30416679,394916999.7,213,"Mediterranean Forests, Woodlands and Scrub",Leptosols,"Steppe (semi-arid), and  Cold arid",0,0,1,13.30196408,North America,Mexico,MEX,20,25630.32652,2067350,13764269,340,356442581.6
5184,917.4429016,18.18214226,565734772,2321,Tropical and Subtropical Coniferous Forests,Phaeozems,"Mild temperate with dry winter, and  Warm summer",0,SANTIAGO,0,10.6947887,North America,Mexico,MEX,131,57165.72137,3215656,24708821,28983,371004177.7
5185,937.7857361,22.86428642,567807250.5,1132,Tropical and Subtropical Dry Broadleaf Forests,Regosols,"Steppe (semi-arid), and  Hot arid",0,ARMERIA,0,13.39861933,North America,Mexico,MEX,0,45903.53762,3364460,24093742,393502,500820669.2
5186,1097.787415,25.12081337,217441459.1,665,Tropical and Subtropical Dry Broadleaf Forests,Leptosols,Tropical savannah with dry winter,0,USUMACINTA,0,9.792737669,North America,Mexico,MEX,0,44150.23708,2688684,19562902,10511,203716509.4
5187,712.7855988,17.40355682,445695678,2097,Deserts and Xeric Shrublands,Phaeozems,"Mild temperate with dry winter, and  Warm summer",0,0,0,14.6206871,North America,Mexico,MEX,177,41715.65292,3666003,30698274,725833,313449046.3
5188,463.9858246,16.74761391,419090150.8,1926,Deserts and Xeric Shrublands,Kastanozems,"Steppe (semi-arid), and  Cold arid",0,0,0,16.14661974,North America,Mexico,MEX,0,35136.31961,3109949,19500125,63390,345925636.4
5189,836.4144287,17.46310043,613135444,1945,Tropical and Subtropical Dry Broadleaf Forests,Phaeozems,"Mild temperate with dry winter, and  Warm summer",0,SANTIAGO,0,9.781391984,North America,Mexico,MEX,129,52002.59738,2690357,18295897,18414,413422886.9
5190,427.3856507,17.31071472,605368660.1,1459,Deserts and Xeric Shrublands,Phaeozems,"Desert (arid), and  Hot arid",0,RIO GRANDE (also BRAVO),0,12.24263719,North America,Mexico,MEX,103,35950.14393,4043329,28152788,1020152,412791573.4
5191,542.2001038,21.19287109,601177485.9,484,Deserts and Xeric Shrublands,Calcisols,"Steppe (semi-arid), and  Hot arid",0,RIO GRANDE (also BRAVO),0,11.07955661,North America,Mexico,MEX,210,15388.17214,1277214,6777751,13448,114858628.7
5192,1219.17508,27.14374924,1309116587,9,Tropical and Subtropical Moist Broadleaf Forests,Leptosols,Tropical savannah with dry winter,0,0,1,10.41381293,North America,Mexico,MEX,391,80946.87216,2617506,15666164,177737,522445687.1
5193,745.5284272,16.53092957,445798962.5,2521,Deserts and Xeric Shrublands,Nitisols,"Mild temperate with dry winter, and  Warm summer",0,0,0,10.65353673,North America,Mexico,MEX,191,51577.39662,2579514,20175181,30128,270045208
5194,1858.05725,24.81069946,426922552,36,Tropical and Subtropical Moist Broadleaf Forests,Cambisols,Tropical monsoon,0,PAPALOAPAN,0,11.89175904,North America,Mexico,MEX,224,60850.47775,3373504,31326414,3835667,363908888.3
5195,842.0502319,19.49582481,1086582802,1867,Tropical and Subtropical Coniferous Forests,Phaeozems,"Mild temperate with dry winter, and  Hot summer",0,SANTIAGO,0,10.85338039,North America,Mexico,MEX,100,68807.4391,3343842,28482696,765033,680597567.9
5196,358.5501023,24.20624924,950470342,134,Deserts and Xeric Shrublands,Regosols,"Desert (arid), and  Hot arid",0,0,1,10.74650512,North America,Mexico,MEX,43,56703.00578,3006678,27182872,1099917,845278565
5197,602.8997956,20.62776566,733365753.5,1000,Deserts and Xeric Shrublands,Gypsisols,"Steppe (semi-arid), and  Hot arid",0,PANUCO,0,14.48139154,North America,Mexico,MEX,163,58253.84296,3532884,26102504,167572,592413461.6
5198,127.8999824,23.71016693,208766956.4,40,Deserts and Xeric Shrublands,Calcisols,"Desert (arid), and  Hot arid",0,0,1,8.658756776,North America,Mexico,MEX,0,10115.79095,1120608,5067140,913,73719933.88
5199,739.2142182,18.09761429,1461023236,1926,Deserts and Xeric Shrublands,Vertisols,"Steppe (semi-arid), and  Hot arid",0,SANTIAGO,0,17.81050003,North America,Mexico,MEX,118,95829.13637,4807531,35820542,747240,1212108060
5200,769.3002319,18.91877556,757373965.5,1784,Tropical and Subtropical Dry Broadleaf Forests,Vertisols,"Steppe (semi-arid), and  Hot arid",0,SANTIAGO,0,8.832095325,North America,Mexico,MEX,128,59848.74988,2721609,18522366,927098,315338394.3
5201,712.7855988,17.40355682,475427572,2172,Deserts and Xeric Shrublands,Phaeozems,"Mild temperate with dry winter, and  Warm summer",0,0,0,21.72993322,North America,Mexico,MEX,177,52787.86499,4464705,34156071,148644,445006532.4
5202,485.1427002,22.29881477,561904456.3,344,Deserts and Xeric Shrublands,Calcisols,"Steppe (semi-arid), and  Hot arid",0,RIO GRANDE (also BRAVO),0,13.95233119,North America,Mexico,MEX,0,23466.63793,2546829,14760761,184272,454928104.1
5203,347.4625397,19.64791298,484152751.5,1261,Deserts and Xeric Shrublands,Calcisols,"Desert (arid), and  Hot arid",0,RIO GRANDE (also BRAVO),0,9.958871537,North America,Mexico,MEX,0,32755.94022,2909860,18808447,12740,180216346.6
5204,901.0665894,21.20416641,619238694,1369,Tropical and Subtropical Dry Broadleaf Forests,Phaeozems,"Mild temperate with dry winter, and  Hot summer",0,0,0,9.894614262,North America,Mexico,MEX,0,36635.12952,2528121,16696383,650582,338041832.6
5205,1040.157623,17.97142792,754323878,2102,Tropical and Subtropical Coniferous Forests,Andosols,"Mild temperate with dry winter, and  Hot summer",0,0,0,8.666386414,North America,Mexico,MEX,134,72819.33324,2876939,26488810,107813,439237631.3
5206,827.5570679,15.07262897,468365596.4,2266,Deserts and Xeric Shrublands,Phaeozems,"Steppe (semi-arid), and  Cold arid",0,PANUCO,0,14.80333947,North America,Mexico,MEX,164,50044.99754,3510122,25114814,362352,465812959.8
5207,664.914322,20.31310081,572924531,569,Deserts and Xeric Shrublands,Calcisols,"Steppe (semi-arid), and  Hot arid",0,RIO GRANDE (also BRAVO),0,11.32800419,North America,Mexico,MEX,209,21279.77375,2033494,12374827,0,573633351.4
5208,942.4148255,20.48094368,444012760.5,1364,Tropical and Subtropical Dry Broadleaf Forests,Regosols,"Steppe (semi-arid), and  Hot arid",0,0,0,10.20928171,North America,Mexico,MEX,153,39852.9981,2348244,14788578,45604,289024092.6
5209,340.2428513,19.52022934,439612538.8,1382,Deserts and Xeric Shrublands,Phaeozems,"Steppe (semi-arid), and  Cold arid",0,RIO GRANDE (also BRAVO),0,8.770973873,North America,Mexico,MEX,0,33815.73156,2284192,13873262,36441,304731859.6
5210,527.9141236,17.34998512,268188479,2135,Deserts and Xeric Shrublands,Calcisols,"Steppe (semi-arid), and  Cold arid",0,0,0,10.11344333,North America,Mexico,MEX,0,18209.78538,1332988,8000443,10166,130189612.8
5211,550.1713715,25.79284287,328493843.1,12,Tropical and Subtropical Dry Broadleaf Forests,Vertisols,"Desert (arid), and  Hot arid",0,0,1,7.866342181,North America,Mexico,MEX,63,29088.53348,1907021,11950267,0,307948535.3
5212,712.7855988,17.40355682,291738642.3,2200,Deserts and Xeric Shrublands,Phaeozems,"Mild temperate with dry winter, and  Warm summer",0,0,0,9.335219418,North America,Mexico,MEX,177,28547.95716,2257377,16992780,983959,221858646.8
5213,588.9168091,16.46111679,431971502.3,2052,Deserts and Xeric Shrublands,Calcisols,"Steppe (semi-arid), and  Cold arid",0,SANTIAGO,0,11.096661,North America,Mexico,MEX,115,38335.67156,3311771,22090162,743254,376262702.5
5214,789.871399,15.51905727,441921544,2227,Deserts and Xeric Shrublands,Phaeozems,"Steppe (semi-arid), and  Cold arid",0,PANUCO,0,15.13583777,North America,Mexico,MEX,158,42725.287,2798012,22979304,1236588,318439147
5215,636.0570832,23.34761429,225539397.3,80,Deserts and Xeric Shrublands,Kastanozems,"Steppe (semi-arid), and  Hot arid",0,RIO GRANDE (also BRAVO),0,9.491348515,North America,Mexico,MEX,0,19964.4226,1766230,10167802,107384,237368911.8
5216,887.6713256,20.65832901,612773566.3,1414,Tropical and Subtropical Coniferous Forests,Phaeozems,"Mild temperate with dry winter, and  Hot summer",0,SANTIAGO,0,9.42634761,North America,Mexico,MEX,88,39081.48484,2197901,15776533,228707,278161337.8
5217,943.7149658,22.08808517,202405030.5,976,Tropical and Subtropical Dry Broadleaf Forests,Regosols,"Steppe (semi-arid), and  Hot arid",0,0,0,9.728960629,North America,Mexico,MEX,153,19987.16524,1831081,11005888,14645,146211161.2
5218,1322.900574,24.08334351,5818205173,1253,Tropical and Subtropical Dry Broadleaf Forests,Regosols,Tropical savannah with dry winter,1,CHOLUTECA,0,110.462959,North America,Honduras,HND,359,1142967.852,30300741,435582270,16502177,6825213006
5219,1903.175903,25.36873817,3350690128,255,Tropical and Subtropical Dry Broadleaf Forests,Fluvisols,Tropical monsoon,0,0,1,97.49475683,North America,Honduras,HND,345,688680.9799,26910945,214831687,13333242,3690780635
5220,2028.029113,25.44522858,431414078.8,297,Tropical and Subtropical Dry Broadleaf Forests,Nitisols,Tropical monsoon,0,ULUA,1,15.78160816,North America,Honduras,HND,353,125003.433,4784078,29467518,356908,435353688.7
5221,2138.467896,26.41110039,719990050.5,178,Tropical and Subtropical Dry Broadleaf Forests,Fluvisols,Tropical monsoon,0,0,1,18.17977944,North America,Honduras,HND,345,156433.5075,4387772,38443254,2550049,1018205342
5222,1498.429687,23.56191444,215721520.1,797,Tropical and Subtropical Dry Broadleaf Forests,Gleysols,Tropical savannah with dry winter,0,ULUA,0,12.32005094,North America,Honduras,HND,351,94528.50302,3246496,26637024,441128,233300538.5
5223,1848.340759,24.97832108,550296001,206,Tropical and Subtropical Moist Broadleaf Forests,Nitisols,Tropical monsoon,0,0,1,14.36285631,North America,Honduras,HND,373,117061.6402,3715700,25649439,976747,358283853
5224,1566.044495,23.46667099,253669349.4,1247,Tropical and Subtropical Coniferous Forests,Regosols,Tropical monsoon,0,ULUA,0,12.81281382,North America,Honduras,HND,343,63717.70667,3082840,25427066,343034,255875297
5225,1475.737518,26.86355019,205472961.5,58,Tropical and Subtropical Dry Broadleaf Forests,Regosols,Tropical savannah with dry winter,0,CHOLUTECA,1,10.5401256,North America,Honduras,HND,357,89780.58897,3352027,21038840,206836,98511392.48
5226,1548.635926,25.21559906,10710500932,696,Tropical and Subtropical Coniferous Forests,Andosols,Tropical savannah with dry winter,1,LEMPA,1,147.5384399,North America,El Salvador,SLV,321,1242820.939,45019692,497778363,31552798,10658461790
5227,1811.167969,24.80138397,1009850771,694,Tropical and Subtropical Coniferous Forests,Andosols,Tropical savannah with dry winter,0,LEMPA,0,16.38153832,North America,El Salvador,SLV,311,158699.5166,4929320,38815774,884043,767268104.4
5228,1685.384033,25.56248283,497630171,395,Tropical and Subtropical Dry Broadleaf Forests,Andosols,Tropical savannah with dry winter,0,0,1,12.42829428,North America,El Salvador,SLV,308,120047.6551,3530572,28601721,614450,317707622.9
5229,2402.600464,22.39583969,35154385978,1574,Tropical and Subtropical Coniferous Forests,Andosols,Tropical savannah with dry winter,1,MOTAGUA,0,287.0462822,North America,Guatemala,GTM,288,2310904.762,76230873,877252002,60952173,33837485609
5230,2191.990723,22.02406693,1272831933,2513,Tropical and Subtropical Moist Broadleaf Forests,Andosols,"Mild temperate with dry winter, and  Warm summer",0,0,0,100.9047148,North America,Guatemala,GTM,268,292344.6494,19292181,159858000,1363149,1151857656
5231,2392.229188,23.56311417,1268454019,1467,Tropical and Subtropical Coniferous Forests,Andosols,Tropical savannah with dry winter,1,0,0,15.50683069,North America,Guatemala,GTM,288,86848.20235,3505513,27386160,4632631,858945997.4
5232,2455.126465,21.60104942,685220408.5,1908,Tropical and Subtropical Coniferous Forests,Alisols,"Mild temperate with dry winter, and  Warm summer",0,MOTAGUA,0,16.25819577,North America,Guatemala,GTM,283,138191.3554,4247493,32800489,1672506,516161918
5233,2184.515992,21.60117149,186479549.8,2399,Tropical and Subtropical Moist Broadleaf Forests,Andosols,"Mild temperate with dry winter, and  Warm summer",0,SUCHIATE,0,11.38754063,North America,Guatemala,GTM,261,64144.07574,2976817,27455932,130700,107721009.4
5234,2739.944641,18.97737122,35650937.31,2172,Tropical and Subtropical Coniferous Forests,Leptosols,"Mild temperate, fully humid, and  Warm summer",0,USUMACINTA,0,11.13922362,North America,Guatemala,GTM,271,17539.26885,3158535,34005334,1387215,27095732.55
5235,1235.532623,26.60000038,4934904108,251,Tropical and Subtropical Dry Broadleaf Forests,Ferralsols,Tropical monsoon,1,0,1,120.6318694,North America,Jamaica,JAM,600,625869.1629,30217179,238416466,13827557,4794553845
5236,1235.532623,26.60000038,1108988271,101,Tropical and Subtropical Moist Broadleaf Forests,Ferralsols,Tropical monsoon,1,0,1,45.39627831,North America,Jamaica,JAM,600,202030.6997,9308972,60715025,1987130,935377476.8
5237,1235.532623,26.60000038,913421661.4,74,Tropical and Subtropical Dry Broadleaf Forests,Ferralsols,Tropical monsoon,1,0,1,29.00323634,North America,Jamaica,JAM,600,135244.6765,6612531,41587745,1752773,624395062.3
5238,1146.799438,26.56111717,419263356.7,98,Tropical and Subtropical Dry Broadleaf Forests,Ferralsols,Tropical monsoon,0,0,1,19.7687437,North America,Jamaica,JAM,582,63516.58666,3224356,18739313,298326,468537947.3
5239,980.1002197,27.15999985,842124936.8,167,Tropical and Subtropical Dry Broadleaf Forests,Ferralsols,Tropical monsoon,0,0,1,36.50579041,North America,Jamaica,JAM,557,112484.1328,6277462,54591201,2680446,744294132.2
5240,1146.799438,26.56111717,135952129.9,44,Tropical and Subtropical Dry Broadleaf Forests,Ferralsols,Tropical monsoon,0,0,1,13.99245378,North America,Jamaica,JAM,582,9927.913137,886661,4674234,1960398,41883084.06
5241,862.1003723,28.41670036,899422293.5,6,Mangroves,Phaeozems,Tropical savannah with dry winter,0,0,1,11.81625232,North America,United Kingdom,CYM,0,20182.82733,2526370,18131473,3175504,2350298610
5242,1153.759918,26.04833984,22235248598,44,Tropical and Subtropical Dry Broadleaf Forests,Phaeozems,Tropical monsoon,1,0,1,186.4512342,North America,Cuba,CUB,473,1330751.571,44104775,401555552,49072739,20305212407
5243,1074.828552,26.82379913,6217983125,181,Deserts and Xeric Shrublands,Leptosols,Tropical savannah with dry winter,0,0,1,39.44808242,North America,Cuba,CUB,664,433086.9818,9418819,93739333,10806918,7437074059
5244,1187.957153,27.12262917,4872941016,102,Tropical and Subtropical Dry Broadleaf Forests,Luvisols,Tropical savannah with dry winter,0,0,1,36.44791192,North America,Cuba,CUB,604,265704.9807,9477711,67045783,5244982,5481038580
