GUB_ID,share_of_barrier_10km_nb,nonconvexity_10km_nb,share_of_barrier_5km_nb,nonconvexity_5km_nb,share_of_barrier_5km_b,nonconvexity_5km_b,share_of_barrier_10km_b,nonconvexity_10km_b,detour_5km_nb,detour_10km_nb,detour_5km_b,detour_10km_b,nonconvexity_elastic_nb,nonconvexity_elastic_b,share_barrier_elastic_nb,share_barrier_elastic_b
1,0.355729184,0.066315435,0.179745483,0.042521067,0.179745483,0.042521067,0.355729184,0.066315435,0.56636989,0.713097138,0.56636989,0.713097138,0.045274861,0.045274861,0.256409773,0.256409773
2,0.409664533,0.005577963,0.333247965,0.012410071,0.333247965,0.012410071,0.409664533,0.005577963,0.536060649,0.564413211,0.536060649,0.564413211,0.005374026,0.005374026,0.268866605,0.268866605
3,0.352782206,0.008340627,0.257608131,0.008236286,0.257608131,0.008236286,0.352782206,0.008340627,0.565873997,0.546158442,0.565873997,0.546158442,0.00744343,0.00744343,0.185470122,0.185470122
4,0.002257509,0.0017712,0.001536767,0.000106314,0.001536767,0.000106314,0.002257509,0.0017712,0.562587198,0.522619584,0.562587198,0.522619584,0,0,0.000480604,0.000480604
5,0.028911432,0.010536053,0.000604624,0.000193918,0.000604624,0.000193918,0.028911432,0.010536053,0.552635552,0.535625283,0.552635552,0.535625283,0,0,0.000533949,0.000533949
6,0.000223226,0.000146734,0,0,0,0,0.000223226,0.000146734,0.552591974,0.580674764,0.552591974,0.580674764,0,0,0.000472497,0.000472497
7,0.065837293,0.012372321,0,0,0,0,0.065837293,0.012372321,0.389049531,0.443971923,0.389049531,0.443971923,0.020595448,0.020595448,0.16112711,0.16112711
8,0.300482627,0.16744715,0.261135733,0.103657171,0.261135733,0.103657171,0.300482627,0.16744715,0.939655917,0.915202356,0.939655917,0.915202356,0.010573808,0.010573808,0.140662675,0.140662675
9,0.536815602,0.290988266,0.426596657,0.049200498,0.426596657,0.049200498,0.536815602,0.290988266,0.798667381,1.154068529,0.798667381,1.154068529,0.038401831,0.038401831,0.354755049,0.354755049
10,0.053462445,0.012320436,0.00481676,0.001112157,0.00481676,0.001112157,0.053462445,0.012320436,0.579838944,0.720932522,0.579838944,0.720932522,0,0,0.00035573,0.00035573
11,0.410180732,0.003894141,0.301369805,0.006803762,0.301369805,0.006803762,0.410180732,0.003894141,0.626007503,0.834508236,0.626007503,0.834508236,0.00701575,0.00701575,0.286608966,0.286608966
12,0.066771791,0.021129772,0.01822466,0.014494709,0.01822466,0.014494709,0.066771791,0.021129772,0.735939518,0.703326667,0.735939518,0.703326667,0.012852354,0.012852354,0.019639831,0.019639831
13,0.188455457,0.083611727,0.129121676,0.102204621,0.129121676,0.102204621,0.188455457,0.083611727,0.540117821,0.464033093,0.540117821,0.464033093,0.212877467,0.212877467,0.354280991,0.354280991
14,0.384431656,0.074633926,0.389687343,0.038040604,0.389687343,0.038040604,0.384431656,0.074633926,1.166063371,0.881580396,1.166063371,0.881580396,0.039167643,0.039167643,0.388011737,0.388011737
15,0.415670945,0.082441628,0.170050858,0.014775417,0.170050858,0.014775417,0.415670945,0.082441628,0.5267373,0.732697592,0.5267373,0.732697592,0.120926119,0.120926119,0.414668324,0.414668324
16,0.357772453,0.107179083,0.321225763,0.118809506,0.321225763,0.118809506,0.357772453,0.107179083,0.831583081,1.019187787,0.831583081,1.019187787,0.080700628,0.080700628,0.354448975,0.354448975
17,0.26118234,0.056144983,0.137236783,0.047671214,0.137236783,0.047671214,0.26118234,0.056144983,1.103107425,1.235297148,1.103107425,1.235297148,0.045637235,0.045637235,0.173779659,0.173779659
18,0.005054592,0.002224564,0,0,0,0,0.005054592,0.002224564,0.590667459,0.637236219,0.590667459,0.637236219,0,0,0.000395369,0.000395369
19,0.268409859,0.113018736,0.161029804,0.042543251,0.161029804,0.042543251,0.268409859,0.113018736,0.986588379,1.174406233,0.986588379,1.174406233,0.011905192,0.011905192,0.028864965,0.028864965
20,0.17178453,0.051107716,0.100973762,0.033900157,0.100973762,0.033900157,0.17178453,0.051107716,0.962804657,1.237520732,0.962804657,1.237520732,0.035528835,0.035528835,0.124116386,0.124116386
21,0.478151249,0.119246557,0.389653439,0.008420044,0.389653439,0.008420044,0.478151249,0.119246557,0.957041345,1.063150397,0.957041345,1.063150397,0.000310823,0.000310823,0.285878838,0.285878838
22,0.253903747,0.015656685,0.076081474,0.035349272,0.076081474,0.035349272,0.253903747,0.015656685,0.570870643,0.659428401,0.570870643,0.659428401,0.039215438,0.039215438,0.053259133,0.053259133
23,0.098817202,0.061539892,0.040638912,0.025202552,0.040638912,0.025202552,0.098817202,0.061539892,1.24462134,1.14982045,1.24462134,1.14982045,0.018763024,0.018763024,0.033935987,0.033935987
24,0.005305546,0.007220467,0.012019608,0.014454942,0.012019608,0.014454942,0.005305546,0.007220467,0.562106139,0.599138279,0.562106139,0.599138279,0.008112988,0.008112988,0.005998249,0.005998249
25,0.030408134,0.0223029,0.033447497,0.024126047,0.033447497,0.024126047,0.030408134,0.0223029,0.597963388,0.731094784,0.597963388,0.731094784,0.000506878,0.000506878,0.021583343,0.021583343
26,0.007423843,0.004279902,0.0004816,0.000540367,0.0004816,0.000540367,0.007423843,0.004279902,0.746378472,0.670230913,0.746378472,0.670230913,0,0,0.00056402,0.00056402
27,0.007636778,0.003740103,0.001637989,0.00202933,0.001637989,0.00202933,0.007636778,0.003740103,0.754595645,0.742209827,0.754595645,0.742209827,0.005704229,0.005704229,0.003914363,0.003914363
28,3.97E-05,3.89E-05,0,0,0,0,3.97E-05,3.89E-05,0.656479113,0.530656938,0.656479113,0.530656938,0,0,0.000472496,0.000472496
29,0.004830561,0.005388602,0.006465053,0.00631685,0.006465053,0.00631685,0.004830561,0.005388602,0.666333995,0.673550907,0.666333995,0.673550907,0.006368721,0.006368721,0.00654236,0.00654236
30,0.002767094,0.002828883,0.002973876,0.002408576,0.002973876,0.002408576,0.002767094,0.002828883,0.601437617,0.688791143,0.601437617,0.688791143,0.000443948,0.000443948,0.003363876,0.003363876
31,8.17E-05,0.000100534,0.000163463,0.000277598,0.000163463,0.000277598,8.17E-05,0.000100534,0.750592124,0.85878518,0.750592124,0.85878518,0.000681021,0.000681021,0.001268425,0.001268425
32,0.171630542,0.073385365,0.19561183,0.061785366,0.19561183,0.061785366,0.171630542,0.073385365,0.730693218,0.771371956,0.730693218,0.771371956,0.032488879,0.032488879,0.22956385,0.22956385
33,0.206724788,0.100192562,0.150948145,0.073037595,0.150948145,0.073037595,0.206724788,0.100192562,0.899604923,0.835701065,0.899604923,0.835701065,0.082820795,0.082820795,0.181243705,0.181243705
34,0.536770959,0.129542485,0.48845314,0.070569813,0.48845314,0.070569813,0.536770959,0.129542485,1.198055931,0.881486753,1.198055931,0.881486753,0.054079887,0.054079887,0.48090437,0.48090437
35,0.223626891,0.073325314,0.226614796,0.042669825,0.226614796,0.042669825,0.223626891,0.073325314,0.806461342,0.84462265,0.806461342,0.84462265,0.043199651,0.043199651,0.226052579,0.226052579
36,0.001986738,0.000115703,0,0,0,0,0.001986738,0.000115703,0.58302171,0.551101866,0.58302171,0.551101866,0,0,0.0002811,0.0002811
37,0.365129234,0.013364312,0.178665323,0.012322413,0.178665323,0.012322413,0.365129234,0.013364312,0.547043265,0.779615623,0.547043265,0.779615623,0.013165823,0.013165823,0.213683507,0.213683507
38,0.026003774,0.006752925,0.008493203,0.005848655,0.008493203,0.005848655,0.026003774,0.006752925,0.839559978,0.749005705,0.839559978,0.749005705,0,0,0.000524464,0.000524464
39,0.369825924,0.010976607,0.202119894,0.01736374,0.202119894,0.01736374,0.369825924,0.010976607,0.985563518,0.904588947,0.985563518,0.904588947,0.030652922,0.030652922,0.042429229,0.042429229
40,0.335375489,0.04181407,0.206626529,0.017708888,0.206626529,0.017708888,0.335375489,0.04181407,0.649689876,0.854140612,0.649689876,0.854140612,0.013258972,0.013258972,0.176239188,0.176239188
41,0.000317699,0.000198889,0.000392772,0.000389719,0.000392772,0.000389719,0.000317699,0.000198889,0.627119795,0.678741931,0.627119795,0.678741931,0.000294488,0.000294488,0.000714322,0.000714322
42,0.258119925,0.031489469,0.139384787,0.010169533,0.139384787,0.010169533,0.258119925,0.031489469,0.764158692,0.689737068,0.764158692,0.689737068,0.010173927,0.010173927,0.136235811,0.136235811
43,0.321789738,0.013067923,0.182615575,0.02861839,0.182615575,0.02861839,0.321789738,0.013067923,0.790523913,0.720100172,0.790523913,0.720100172,0.028295264,0.028295264,0.179743674,0.179743674
44,0.418280562,0.021502122,0.189299735,0.010354155,0.189299735,0.010354155,0.418280562,0.021502122,0.666351124,0.606617267,0.666351124,0.606617267,0.00267088,0.00267088,0.084351224,0.084351224
45,0.205353094,0.009360216,0.053747301,0.008949473,0.053747301,0.008949473,0.205353094,0.009360216,0.632068471,0.518059162,0.632068471,0.518059162,0.015006428,0.015006428,0.327264377,0.327264377
46,0.044987418,0.003116569,0.000835792,0.000872626,0.000835792,0.000872626,0.044987418,0.003116569,0.675381594,0.686086749,0.675381594,0.686086749,0.000830672,0.000830672,0.001166056,0.001166056
47,0.093928109,0.028059829,0.025434729,0.019565171,0.025434729,0.019565171,0.093928109,0.028059829,1.346603899,1.127283156,1.346603899,1.127283156,0,0,0.000371913,0.000371913
48,0.003486477,0.001422419,0,0,0,0,0.003486477,0.001422419,0.59552091,0.556173492,0.59552091,0.556173492,0,0,0.00033096,0.00033096
49,0.232923847,0.014164089,0.001658597,0.001168047,0.001658597,0.001168047,0.232923847,0.014164089,0.60827411,0.659577261,0.60827411,0.659577261,4.36E-05,4.36E-05,0.001408163,0.001408163
50,0.159409614,0.044776183,0.022264125,0.011225672,0.022264125,0.011225672,0.159409614,0.044776183,0.978260672,0.875108702,0.978260672,0.875108702,3.77E-08,3.77E-08,0.000622728,0.000622728
51,0.351552992,0.026844477,0.056761548,0.002478579,0.056761548,0.002478579,0.351552992,0.026844477,1.038613032,1.015551411,1.038613032,1.015551411,0,0,0.000713761,0.000713761
52,0.002313596,5.43E-05,0,0,0,0,0.002313596,5.43E-05,0.646136079,0.645156271,0.646136079,0.645156271,0,0,0.000421073,0.000421073
53,0.034037081,0.022394476,0.023907866,0.014761765,0.023907866,0.014761765,0.034037081,0.022394476,0.686059309,0.738437632,0.686059309,0.738437632,0.013325126,0.013325126,0.020957713,0.020957713
54,0.010808157,0.002335128,0.000390811,0.000624049,0.000390811,0.000624049,0.010808157,0.002335128,0.489148899,0.536117625,0.489148899,0.536117625,0.001089302,0.001089302,0.004567904,0.004567904
55,0.455332353,0.086130142,0.488536356,0.127767295,0.488536356,0.127767295,0.455332353,0.086130142,0.855450048,0.869943202,0.855450048,0.869943202,0.084417321,0.084417321,0.444834062,0.444834062
56,0.178449458,0.032287486,0.013647871,0.004650799,0.013647871,0.004650799,0.178449458,0.032287486,0.547187836,0.541796652,0.547187836,0.541796652,0,0,0.000488927,0.000488927
57,0.28215094,0.060575373,0.213408231,0.033853609,0.213408231,0.033853609,0.28215094,0.060575373,1.56878658,0.804178498,1.56878658,0.804178498,0,0,0.003395184,0.003395184
58,0.411170623,0.025353134,0.324126026,0.005311129,0.324126026,0.005311129,0.411170623,0.025353134,0.546238618,0.897056003,0.546238618,0.897056003,0.007629639,0.007629639,0.211315836,0.211315836
59,0.010257224,0.003398585,0,0,0,0,0.010257224,0.003398585,0.632990722,0.506328677,0.632990722,0.506328677,0,0,0.000456878,0.000456878
60,0.007937993,0.00127172,0.000393154,0.000587794,0.000393154,0.000587794,0.007937993,0.00127172,1.139180174,0.80175615,1.139180174,0.80175615,0,0,0.000889406,0.000889406
61,9.83E-05,9.01E-05,0,0,0,0,9.83E-05,9.01E-05,2.118202284,1.466078813,2.118202284,1.466078813,0,0,0.00297613,0.00297613
62,0.005437654,0.000369284,0,0,0,0,0.005437654,0.000369284,1.213477342,0.988165954,1.213477342,0.988165954,0,0,0.001081094,0.001081094
63,0.469775728,0.08446952,0.396634526,0.164606392,0.396634526,0.164606392,0.469775728,0.08446952,0.763170923,0.680609397,0.763170923,0.680609397,0.142460048,0.142460048,0.379012841,0.379012841
64,0.201984447,0.03958087,0.013191035,0.000379874,0.013191035,0.000379874,0.201984447,0.03958087,0.509105394,0.528354293,0.509105394,0.528354293,0.053630665,0.053630665,0.235815486,0.235815486
65,0.220014469,0.146118,0.324429097,0.206128597,0.324429097,0.206128597,0.220014469,0.146118,1.95119816,0.897945123,1.95119816,0.897945123,0,0,0.002853543,0.002853543
66,0.251239166,0.082487777,0.176546877,0.041850388,0.176546877,0.041850388,0.251239166,0.082487777,0.599015167,0.594838463,0.599015167,0.594838463,0.042622115,0.042622115,0.178940941,0.178940941
67,0.264811081,0.103166401,0.281815956,0.056913424,0.281815956,0.056913424,0.264811081,0.103166401,0.857102211,0.831346508,0.857102211,0.831346508,0.032173842,0.032173842,0.313960922,0.313960922
68,0,0,0,0,0,0,0,0,0.484431349,0.542379005,0.484431349,0.542379005,0,0,0.000210089,0.000210089
69,0.076416802,0.057360742,0.096160936,0.054202672,0.096160936,0.054202672,0.076416802,0.057360742,0.602339435,0.554906429,0.602339435,0.554906429,0.048553992,0.048553992,0.101799385,0.101799385
70,0.014947728,0.012254081,0.013296707,0.008224559,0.013296707,0.008224559,0.014947728,0.012254081,0.727358064,0.71137466,0.727358064,0.71137466,0.009168607,0.009168607,0.011792254,0.011792254
71,0.447156555,0.021693768,0.35497357,0.021939106,0.35497357,0.021939106,0.447156555,0.021693768,0.57536865,0.562495392,0.57536865,0.562495392,0.022028388,0.022028388,0.335909768,0.335909768
72,0.44168033,0.049903452,0.328841821,0.008764702,0.328841821,0.008764702,0.44168033,0.049903452,0.642508922,0.787120041,0.642508922,0.787120041,0.000886103,0.000886103,0.241653894,0.241653894
73,0.210553382,0.05563334,0.059447704,0.008747152,0.059447704,0.008747152,0.210553382,0.05563334,0.751205445,0.870763866,0.751205445,0.870763866,0.000510397,0.000510397,0.005005289,0.005005289
74,0.00380252,0.00339927,0.003044412,0.002176324,0.003044412,0.002176324,0.00380252,0.00339927,0.630521614,0.704144432,0.630521614,0.704144432,2.13E-05,2.13E-05,0.000864011,0.000864011
75,0.057243529,0.017179178,0.007569954,0.004459722,0.007569954,0.004459722,0.057243529,0.017179178,0.564845211,0.675649899,0.564845211,0.675649899,0.02283554,0.02283554,0.098049776,0.098049776
76,0.121294153,0.07245592,0.04915135,0.018108826,0.04915135,0.018108826,0.121294153,0.07245592,0.845000314,1.115430901,0.845000314,1.115430901,0.005806743,0.005806743,0.015258917,0.015258917
77,0.085474243,0.05856014,0.040873861,0.011406135,0.040873861,0.011406135,0.085474243,0.05856014,0.917197234,0.944758047,0.917197234,0.944758047,0.001904504,0.001904504,0.013777326,0.013777326
78,0.005200822,0.002934064,0.001191673,0.000885567,0.001191673,0.000885567,0.005200822,0.002934064,0.832674978,0.866898689,0.832674978,0.866898689,0.000588971,0.000588971,0.001965603,0.001965603
79,0.035685942,0.003297277,0,0,0,0,0.035685942,0.003297277,0.785785342,0.572960105,0.785785342,0.572960105,0,0,0.000543701,0.000543701
80,0,0,0,0,0,0,0,0,0.559776243,0.723096063,0.559776243,0.723096063,0,0,0.000250752,0.000250752
81,0.000877958,0.00074679,0,0,0,0,0.000877958,0.00074679,0.70955858,0.74575528,0.70955858,0.74575528,0,0,0.000472493,0.000472493
82,0,0,0,0,0,0,0,0,0.464329965,0.655745963,0.464329965,0.655745963,0,0,0.000312956,0.000312956
83,0.012547458,0.010704742,0.005575377,0.000833763,0.005575377,0.000833763,0.012547458,0.010704742,0.933344176,1.027142536,0.933344176,1.027142536,0,0,0.00057461,0.00057461
84,0.013598415,0.000878938,0,0,0,0,0.013598415,0.000878938,0.696378295,0.550372698,0.696378295,0.550372698,0,0,0.000421073,0.000421073
85,0.186690013,0.052107837,0.05458416,0.009413716,0.05458416,0.009413716,0.186690013,0.052107837,0.641594171,0.725972744,0.641594171,0.725972744,0.037904214,0.037904214,0.157053866,0.157053866
86,0.294185236,0.020356456,0.271192702,0.007558002,0.271192702,0.007558002,0.294185236,0.020356456,0.682332689,0.563541838,0.682332689,0.563541838,0.024627782,0.024627782,0.341339785,0.341339785
87,0.001261702,0.000661655,0,0,0,0,0.001261702,0.000661655,0.781485346,0.857104172,0.781485346,0.857104172,0,0,0.000366423,0.000366423
88,0.146136004,0.051683817,0.026689295,0.005831271,0.026689295,0.005831271,0.146136004,0.051683817,0.772482959,0.828287888,0.772482959,0.828287888,0,0,0.000607464,0.000607464
89,0,0,0,0,0,0,0,0,0.470666118,0.673354715,0.470666118,0.673354715,0,0,0.000171392,0.000171392
90,0,0,0,0,0,0,0,0,0.940724278,0.747957008,0.940724278,0.747957008,0,0,0.001027763,0.001027763
91,0.112671781,0.002675544,0.004290628,0.000290043,0.004290628,0.000290043,0.112671781,0.002675544,0.754822162,0.606300222,0.754822162,0.606300222,1.70E-06,1.70E-06,0.001507188,0.001507188
92,0.122198527,0.005181868,0,0,0,0,0.122198527,0.005181868,0.865525999,0.732130878,0.865525999,0.732130878,0,0,0.00037195,0.00037195
93,0.366820755,0.009767573,0.329225376,0.002331523,0.329225376,0.002331523,0.366820755,0.009767573,0.886332522,0.827724106,0.886332522,0.827724106,4.95E-05,4.95E-05,0.222734015,0.222734015
94,0.000577739,0.00034156,0,0,0,0,0.000577739,0.00034156,0.440437984,0.463387437,0.440437984,0.463387437,0,0,0.000326313,0.000326313
95,0,0,0,0,0,0,0,0,0.798815229,0.947066695,0.798815229,0.947066695,0,0,0.000300404,0.000300404
96,0.003703529,0.001929366,0.001136306,0.000218705,0.001136306,0.000218705,0.003703529,0.001929366,0.70888926,0.855592317,0.70888926,0.855592317,0,0,0.000371955,0.000371955
97,0.034209025,0.007147348,0,0,0,0,0.034209025,0.007147348,0.742888445,0.69355478,0.742888445,0.69355478,0,0,0.000427886,0.000427886
98,0,0,0,0,0,0,0,0,0.777101294,0.997319986,0.777101294,0.997319986,0,0,0.000553723,0.000553723
99,0.103294121,0.069293484,0.04918069,0.020521967,0.04918069,0.020521967,0.103294121,0.069293484,1.402572421,1.00824324,1.402572421,1.00824324,0,0,0.000632312,0.000632312
100,0.125210096,0.107009113,0.175880274,0.0886693,0.175880274,0.0886693,0.125210096,0.107009113,0.976527468,0.980176559,0.976527468,0.980176559,0.053514145,0.053514145,0.184396477,0.184396477
101,0.035910329,0.032350276,0.035431761,0.026712453,0.035431761,0.026712453,0.035910329,0.032350276,0.56005655,0.632590685,0.56005655,0.632590685,0.024848137,0.024848137,0.041037136,0.041037136
102,0,0,0,0,0,0,0,0,0.57050237,0.571741503,0.57050237,0.571741503,0,0,0.000247687,0.000247687
103,0.002870091,0.00048666,0,0,0,0,0.002870091,0.00048666,0.836954133,0.756207975,0.836954133,0.756207975,0,0,0.000241723,0.000241723
104,0,0,0,0,0,0,0,0,0.989908713,0.739140522,0.989908713,0.739140522,0,0,0.000684972,0.000684972
105,4.29E-05,8.58E-05,0.000171504,0.000329534,0.000171504,0.000329534,4.29E-05,8.58E-05,0.498659625,0.768040223,0.498659625,0.768040223,0.000843093,0.000843093,0.000962447,0.000962447
106,0.006032273,0.000676657,0,0,0,0,0.006032273,0.000676657,0.717505051,0.67482388,0.717505051,0.67482388,0,0,0.000699167,0.000699167
107,0.510455795,0.076941088,0.342894475,0.03463554,0.342894475,0.03463554,0.510455795,0.076941088,0.87027914,1.179003785,0.87027914,1.179003785,0.032892935,0.032892935,0.327033654,0.327033654
108,0.000171435,0.000109417,0,0,0,0,0.000171435,0.000109417,0.826725206,0.717429193,0.826725206,0.717429193,0,0,0.000371953,0.000371953
109,0.002446081,0.000716545,0,0,0,0,0.002446081,0.000716545,0.61136578,0.646293057,0.61136578,0.646293057,0,0,0.000442026,0.000442026
110,0.007942072,0.011422111,0.02853207,0.019037392,0.02853207,0.019037392,0.007942072,0.011422111,0.718555265,0.666006842,0.718555265,0.666006842,0.01854215,0.01854215,0.019126178,0.019126178
111,0,0,0,0,0,0,0,0,0.627803311,0.680786529,0.627803311,0.680786529,0,0,0.000304502,0.000304502
112,0.00414654,0.003122846,0,0,0,0,0.00414654,0.003122846,0.827801021,0.62713697,0.827801021,0.62713697,0,0,0.000361017,0.000361017
113,0.000510435,0.000468205,0,0,0,0,0.000510435,0.000468205,0.709028587,0.751673437,0.709028587,0.751673437,0.000382801,0.000382801,0.000937197,0.000937197
114,0.00063663,2.87E-06,0,0,0,0,0.00063663,2.87E-06,0.777094869,0.900808142,0.777094869,0.900808142,0,0,0.000308684,0.000308684
115,0.000390871,4.67E-05,0,0,0,0,0.000390871,4.67E-05,0.551428786,0.50581402,0.551428786,0.50581402,0,0,0.000277462,0.000277462
116,0.001243907,0.00033321,0,0,0,0,0.001243907,0.00033321,0.612123716,0.605692532,0.612123716,0.605692532,0,0,0.000198718,0.000198718
117,0.487904344,0.008067567,0.403565037,0.01091322,0.403565037,0.01091322,0.487904344,0.008067567,0.788653294,0.915381912,0.788653294,0.915381912,0.009858938,0.009858938,0.394051452,0.394051452
118,0.251773755,0.042771984,0.007128137,0.003046045,0.007128137,0.003046045,0.251773755,0.042771984,0.709374085,0.782039236,0.709374085,0.782039236,0.001104341,0.001104341,0.003325827,0.003325827
119,0.046762964,0.001560091,0,0,0,0,0.046762964,0.001560091,0.681595449,0.456256858,0.681595449,0.456256858,0,0,0.000449361,0.000449361
120,0.00456905,0.000716225,0,0,0,0,0.00456905,0.000716225,0.773649478,0.748980922,0.773649478,0.748980922,0,0,0.000464588,0.000464588
121,0,0,0,0,0,0,0,0,0.599977074,0.479444943,0.599977074,0.479444943,0,0,0.000407914,0.000407914
122,0.485494519,0.036282368,0.380366373,0.00594053,0.380366373,0.00594053,0.485494519,0.036282368,0.838518756,0.788716774,0.838518756,0.788716774,0.00023809,0.00023809,0.266203384,0.266203384
123,0,0,0,0,0,0,0,0,0.883392304,0.93807831,0.883392304,0.93807831,0,0,0.000472498,0.000472498
124,0.000902029,0.001366359,0.00291227,0.002637081,0.00291227,0.002637081,0.000902029,0.001366359,0.813289765,0.693370692,0.813289765,0.693370692,0.003249334,0.003249334,0.003123559,0.003123559
125,0,0,0,0,0,0,0,0,0.558729581,0.626473981,0.558729581,0.626473981,0,0,0.000284808,0.000284808
126,0.063672671,0.034404907,0.004697111,9.15E-05,0.004697111,9.15E-05,0.063672671,0.034404907,0.687471221,0.765850021,0.687471221,0.765850021,0.015333625,0.015333625,0.043824178,0.043824178
127,0.002556135,0.002780167,0,0,0,0,0.002556135,0.002780167,0.644020807,0.641404262,0.644020807,0.641404262,0,0,0.000449361,0.000449361
128,0.038416835,0.011718461,0,0,0,0,0.038416835,0.011718461,0.928917254,0.833081564,0.928917254,0.833081564,0,0,0.000464589,0.000464589
129,0,0,0,0,0,0,0,0,0.652793033,0.660281721,0.652793033,0.660281721,0,0,0.000744492,0.000744492
130,0.003200188,0.003392189,0.006296927,0.002192712,0.006296927,0.002192712,0.003200188,0.003392189,1.047702702,0.948474855,1.047702702,0.948474855,0,0,0.000395368,0.000395368
131,0.020093522,0.008197586,0.004411658,0.000903895,0.004411658,0.000903895,0.020093522,0.008197586,0.694762325,0.590224257,0.694762325,0.590224257,0,0,0.000366422,0.000366422
132,0.010691097,0.005464269,0.008007052,0.009792212,0.008007052,0.009792212,0.010691097,0.005464269,0.863628428,1.009634505,0.863628428,1.009634505,0.007146003,0.007146003,0.004550278,0.004550278
133,0.011256407,0.006995418,0,0,0,0,0.011256407,0.006995418,0.720706895,0.88368524,0.720706895,0.88368524,0,0,0.000377608,0.000377608
134,0,0,0,0,0,0,0,0,0.757961862,0.688263765,0.757961862,0.688263765,0,0,0.000533955,0.000533955
135,0,0,0,0,0,0,0,0,0.717108283,0.629610468,0.717108283,0.629610468,0,0,0.000449363,0.000449363
136,0,0,0,0,0,0,0,0,0.556679939,0.555012581,0.556679939,0.555012581,0,0,0.000266966,0.000266966
137,0,0,0,0,0,0,0,0,0.576127505,0.568816365,0.576127505,0.568816365,0,0,0.000684965,0.000684965
138,0,0,0,0,0,0,0,0,0.531879698,0.610714276,0.531879698,0.610714276,0,0,0.000620099,0.000620099
139,0,0,0,0,0,0,0,0,0.893152727,0.609070768,0.893152727,0.609070768,0,0,0.000138449,0.000138449
140,0.320840973,0.053456351,0.254433292,0.006271387,0.254433292,0.006271387,0.320840973,0.053456351,0.863378811,0.84752342,0.863378811,0.84752342,0.008674853,0.008674853,0.278025481,0.278025481
141,0,0,0,0,0,0,0,0,0.884884726,0.669768327,0.884884726,0.669768327,0,0,0.000543705,0.000543705
142,0.021877602,0.023731474,0.041601292,0.021269234,0.041601292,0.021269234,0.021877602,0.023731474,0.60968958,0.592880241,0.60968958,0.592880241,0.014761477,0.014761477,0.043576944,0.043576944
143,0.036672602,0.043437466,0.08629732,0.034962896,0.08629732,0.034962896,0.036672602,0.043437466,0.804398171,0.722628142,0.804398171,0.722628142,0.022022527,0.022022527,0.054146975,0.054146975
144,0,0,0,0,0,0,0,0,0.524319136,0.655860879,0.524319136,0.655860879,0,0,0.000288592,0.000288592
145,0.007544283,0.002770455,0.000439035,0.000322668,0.000439035,0.000322668,0.007544283,0.002770455,0.732140854,0.738044114,0.732140854,0.738044114,0.000230577,0.000230577,0.000782644,0.000782644
146,0.05377935,0.027616283,0.007819287,0.001429594,0.007819287,0.001429594,0.05377935,0.027616283,0.972695032,0.97561582,0.972695032,0.97561582,0,0,0.0007138,0.0007138
147,0.26128174,0.063533843,0.098808601,0.008126834,0.098808601,0.008126834,0.26128174,0.063533843,0.797547402,0.800770474,0.797547402,0.800770474,0.045090023,0.045090023,0.238876558,0.238876558
148,0.400020899,0.010272546,0.369049047,0.001418773,0.369049047,0.001418773,0.400020899,0.010272546,0.988194963,0.634234332,0.988194963,0.634234332,0.000133547,0.000133547,0.264088107,0.264088107
149,0.039890052,0.033509202,0.022966795,0.0133903,0.022966795,0.0133903,0.039890052,0.033509202,1.06003382,1.069778177,1.06003382,1.069778177,0.013089607,0.013089607,0.023449218,0.023449218
150,0.00933079,0.005469742,0.005293387,0.001911272,0.005293387,0.001911272,0.00933079,0.005469742,0.8201085,0.786626072,0.8201085,0.786626072,0.002860943,0.002860943,0.004762796,0.004762796
151,0.00520025,0.003297352,0,0,0,0,0.00520025,0.003297352,0.751547462,0.736989742,0.751547462,0.736989742,0,0,0.000644894,0.000644894
152,0.394601124,0.002289529,0.287091726,0.00330668,0.287091726,0.00330668,0.394601124,0.002289529,0.566505024,0.504878117,0.566505024,0.504878117,0.002976577,0.002976577,0.29782742,0.29782742
153,4.20E-05,1.83E-05,0,0,0,0,4.20E-05,1.83E-05,0.751826015,0.724230269,0.751826015,0.724230269,0,0,0.000449362,0.000449362
154,0.009505873,0.005611861,0.000862058,2.39E-05,0.000862058,2.39E-05,0.009505873,0.005611861,0.598069183,0.647963371,0.598069183,0.647963371,0,0,0.000335698,0.000335698
155,0.007839482,0.010637769,0.021657597,0.003965687,0.021657597,0.003965687,0.007839482,0.010637769,1.123858243,0.803912072,1.123858243,0.803912072,0.009375606,0.009375606,0.020921337,0.020921337
156,0.000186081,0.00018049,0,0,0,0,0.000186081,0.00018049,0.629457208,0.654561241,0.629457208,0.654561241,0,0,0.000326312,0.000326312
157,0,0,0,0,0,0,0,0,0.63925087,0.623799227,0.63925087,0.623799227,0,0,0.000395368,0.000395368
158,0.00223357,0.002857759,0.003277913,0.000383672,0.003277913,0.000383672,0.00223357,0.002857759,0.704400502,0.708699378,0.704400502,0.708699378,5.60E-05,5.60E-05,0.00138657,0.00138657
159,0.002683066,8.95E-05,0,0,0,0,0.002683066,8.95E-05,0.659467875,0.696941255,0.659467875,0.696941255,0,0,0.000395367,0.000395367
